address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy,negative_reviews,neutral_reviews,positive_reviews
1144 Eglinton Avenue  W,True,,True,,,,False,True,True,,True,True,True,True,pnNbaEYMRvR4HPkbR7qn6g,"Restaurants, Seafood, Pizza, Italian",Toronto,17:0-21:0,11:30-14:0,17:0-21:0,17:0-21:0,17:0-21:0,11:30-14:0,17:0-21:0,43.69964829999999,-79.432514,Terra & Mare,,M6C 2E2,8,3.5,ON,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,1 days 01:00:00.000000000,0.0,3.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,1.0,5.0
901 Bloor Street W,False,,,,True,,False,False,False,True,True,True,False,,SLCz2CaXXHJefrB942486w,"Tapas Bars, Italian, Restaurants, Pizza",Toronto,17:0-0:0,17:0-23:0,17:0-0:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,43.6617522,-79.4262935,Chicago Don,Dovercourt,M6H 1L2,10,3.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1 days 20:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,2.0,,8.0
651 College Street,,True,,,False,,,,False,True,True,True,True,,0O3H5plJx-Cq2A80qFVW5w,"Restaurants, American (New), Italian, Canadian (New)",Toronto,18:0-23:30,9:0-17:0,11:30-15:0,11:30-15:0,18:0-23:30,18:0-23:0,18:0-23:30,43.6549862,-79.4159745,LAB,Little Italy,M6G 1B7,17,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1 days 12:30:00.000000000,0.0,4.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,,17.0
1144 Eglinton Avenue W,True,True,,,False,,False,False,False,True,True,True,,,WsJrIGGGo3qqrpneFeHx8g,"Restaurants, Italian",Toronto,,,,,,,,43.69964829999999,-79.432514,Sabatino's Ristorante,,M6C 2E2,15,3.5,ON,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,1.0,5.0,9.0
148 Yorkville Avenue,False,True,False,,False,,True,True,False,True,True,True,True,True,fWhs5KYwHcRFKmJ5siNNdA,"Italian, Restaurants",Toronto,17:30-23:0,17:30-23:0,17:30-23:0,17:30-23:0,17:30-23:0,17:30-23:0,17:30-23:0,43.6705216,-79.3947429,Il Posto,The Annex,M5R 1C2,19,3.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 14:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,5.0,2.0,12.0
1975a Queen Street E,True,,,,False,,False,True,False,True,True,True,True,False,jEqsHSLzQraqG1qaMNjsBA,"Italian, Restaurants",Toronto,17:0-22:0,17:0-22:0,11:0-16:0,11:0-16:0,17:0-22:0,17:0-22:0,17:0-22:0,43.6697445897,-79.3006072193,La Sala Restaurant,The Beach,M4L 1J1,23,4.5,ON,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1 days 11:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,4.0,1.0,18.0
1090 Queen Street W,True,True,False,True,False,True,True,True,False,True,True,True,True,False,QGUeajuwtOSegh7JbrbuXA,"Bars, Arts & Entertainment, Nightlife, Music Venues, Restaurants, Italian",Toronto,17:0-2:0,17:0-22:0,17:0-2:0,,17:0-23:0,17:0-22:0,17:0-22:0,43.6435217,-79.4223131,Church Aperitivo Bar,Beaconsfield Village,M6J 1H7,39,3.5,ON,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,,0.0,5.0,,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,5.0,5.0,29.0
101 Yorkville Ave,,True,,,True,,False,False,False,True,True,True,,,8E6Cu9E0gCg6FgffWXl8mA,"Restaurants, Italian",Toronto,,,,,,,,43.6707617,-79.3924323,Bellini's Ristorante,Yorkville,M5R 1C1,9,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,1.0,1.0,7.0
73 King Street E,False,True,,,False,,False,False,False,True,True,True,True,True,k3fn9JFiNLNy2q5p0cE1kg,"Restaurants, Italian",Toronto,17:0-22:30,17:0-22:30,17:0-23:0,,17:0-22:30,17:0-22:30,17:0-22:30,43.6495816,-79.3753509,Carisma,St. Lawrence,M5C 3J6,147,4.5,ON,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,10.0,9.0,128.0
33 Yonge Street,True,True,True,True,False,True,True,True,False,True,True,True,True,True,eQCYur0033RkZdh5VjbF8A,"Breakfast & Brunch, Wine Bars, Nightlife, Bars, Italian, Canadian (New), Sandwiches, Restaurants, American (Traditional)",Toronto,11:30-0:0,11:30-22:0,11:30-0:0,11:30-22:0,11:30-0:0,11:30-22:0,11:30-23:0,43.647189124300006,-79.37679895689999,Oliver & Bonacini Café Grill,St. Lawrence,M5E 1G4,215,3.0,ON,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,3 days 08:30:00.000000000,0.0,5.0,2.0,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,33.0,22.0,160.0
88 Harbord Street,True,,,,True,,False,False,False,True,True,True,False,,5dy8OiWJty9AuxBcBzeBZQ,"Italian, Restaurants, Pizza",Toronto,17:0-23:0,17:0-22:0,17:0-23:0,17:0-22:0,17:0-23:0,17:0-22:0,17:0-22:0,43.6631673,-79.4029775,Piano Piano,,M5S 1G5,128,3.5,ON,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 14:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,17.0,7.0,104.0
2343 Queen Street E,True,True,True,,False,,False,True,False,True,True,True,True,False,zIyqiWYKrCvAdGeWXXBxFw,"Restaurants, French, Italian",Toronto,17:0-23:0,17:0-22:0,17:0-23:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-22:0,43.67221837060001,-79.2897816777,Veloute Bistro & Catering,The Beach,M4E 1H2,25,4.0,ON,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 12:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,1.0,4.0,20.0
604 King Street W,False,True,False,,False,,False,False,False,True,True,True,False,False,A7waf6G3cvnLfAqKeLL8DA,"Italian, Restaurants",Toronto,11:30-15:0,11:30-15:0,17:0-23:0,17:0-22:0,11:30-15:0,11:30-15:0,11:30-15:0,43.6445122,-79.4003621,Buca,,M5V 1M6,376,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 04:30:00.000000000,0.0,0.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,40.0,37.0,299.0
501 College Street,,,,,,,False,True,False,True,True,True,,,uxPTFOMq9srmo54phvy6Xw,"Restaurants, Italian",Toronto,,,,,,,,43.6559425,-79.40978390000001,Briscola,Little Italy,M6G 1A4,8,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,1.0,7.0
"Queen's Quay Terminal, 207 Queen's Quay West",,True,,,True,,,True,,False,False,True,False,True,_W-qUlstqSuWZzvIOxTEXw,"Italian, Restaurants",Toronto,11:0-22:0,11:0-22:0,10:30-22:0,10:30-21:0,11:0-22:0,11:0-22:0,11:0-22:0,43.6386403,-79.3806966,Lusso Restaurant,Harbourfront,M5J 1A7,8,3.5,ON,,,,,,,,,False,False,False,False,False,False,,,,,,3 days 05:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,2.0,,6.0
788 King Street W,True,True,True,True,False,True,False,True,False,True,True,True,True,False,uIuJGLPWli4dbomvANcuiQ,"Italian, Nightlife, Bars, Restaurants, Wine Bars",Toronto,17:0-23:0,17:0-22:30,17:0-23:0,17:0-22:30,17:0-23:0,17:0-22:30,17:0-22:30,43.6434,-79.406627,Ovest Cucina e Vineria,Niagara,M5V 1N6,55,3.5,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,1 days 16:00:00.000000000,0.0,5.0,2.0,,,,,,,,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,5.0,4.0,46.0
1560 Yonge Street,,True,,,,,,False,False,True,True,True,,False,wVsyfuWkYs0np4or31_j1w,"Restaurants, Italian",Toronto,,,,,,,,43.6904666632,-79.3951034546,Il Fornello,Yonge and St. Clair,M4T 2S9,5,2.5,ON,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,,4.0
1792 Danforth Avenue,True,,True,,False,,False,True,False,True,True,True,True,True,ngdC2c9FFkyepjqJRRcLXw,"Mediterranean, Restaurants, Italian, Pizza",Toronto,11:0-22:0,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,43.684561303500004,-79.31884728039999,Trecce,The Danforth,M4C 1H8,7,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,1.0,,6.0
1000 Eglinton Avenue W,False,True,True,,False,,False,True,False,True,True,True,True,,rOyzxtWGekcMBc4aNinZjg,"Restaurants, Italian",Toronto,,,,,,,,43.7003475,-79.4296338,Bistro Grande,,M6C 2C5,8,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,1.0,1.0,6.0
1111 Queen Street E,True,False,False,False,False,False,False,False,False,True,True,True,False,,U3xIe5_9iK95S9HxduOgWw,"Beer, Wine & Spirits, Food, Italian, Restaurants, Bars, Nightlife",Toronto,17:30-23:0,17:30-0:0,17:30-23:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,43.662074100000005,-79.3353522,Ascari Enoteca,Leslieville,M4M,89,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 11:30:00.000000000,0.0,5.0,2.0,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,6.0,5.0,78.0
92 Fort York Boulevard,True,True,,,True,,True,True,False,True,True,True,True,,mAhu38hHUQyOatamyQsOww,"Mediterranean, Italian, Restaurants",Toronto,17:0-22:30,17:0-22:30,17:0-22:30,11:0-14:30,17:0-22:30,17:0-22:30,17:0-22:30,43.639867711899996,-79.397012023,Citta,City Place,M5V 0C1,34,3.0,ON,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1 days 12:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,9.0,2.0,23.0
333 King Street W,True,True,False,,False,,False,True,False,True,True,True,False,True,6frPvwX14wDH8jju64ewRg,"Italian, Restaurants",Toronto,11:30-0:0,11:30-0:0,11:0-0:0,11:0-0:0,11:30-0:0,11:30-0:0,11:30-0:0,43.646122058500005,-79.3913017135,Paese,Entertainment District,M5V 1J5,52,3.5,ON,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3 days 16:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,7.0,4.0,41.0
155 King St E,True,True,True,,True,,False,True,False,True,True,True,True,,OqYZdBUgmId7tZMAVpiFCw,"Italian, Restaurants",Toronto,18:0-22:0,18:0-22:0,18:0-22:0,,18:0-22:0,18:0-22:0,18:0-22:0,43.650184499999995,-79.37225620000001,Biagio Ristorante,St. Lawrence,M5C 1G9,28,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,2.0,2.0,24.0
849 Dundas Street W,,,,,True,,False,False,False,True,True,True,True,,xrA53WYhRCml2bMfpQ_Hig,"Restaurants, Italian",Toronto,11:30-23:0,11:30-23:0,9:0-23:0,9:0-23:0,11:30-23:0,11:30-23:0,11:30-23:0,43.6514245,-79.41035090000001,La Palma,Little Italy,M6J 1V6,86,4.0,ON,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,3 days 13:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,9.0,7.0,70.0
530 Eglinton Avenue W,True,True,,,False,,True,True,,True,True,True,True,,_lW7i2zGl54a6XtumbtZFQ,"Canadian (New), Italian, Restaurants",Toronto,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,43.7035934,-79.414273,Doppio Zero,,M5N 2K5,25,3.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 11:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,6.0,5.0,14.0
240 Annette Street,True,True,False,,False,,False,False,False,False,True,True,True,False,8UiPh7jaIqT_Dm8Qt_9frA,"Pizza, Restaurants, Tapas Bars, Salad, Italian",Toronto,17:0-23:0,,17:0-23:0,,17:0-22:0,17:0-22:0,17:0-22:0,43.662542647799995,-79.4711279869,Annette Food Market,The Junction,M6P 1R1,54,4.0,ON,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,6.0,6.0,42.0
1580 Bayview Avenue,True,True,True,,True,,False,True,False,True,True,True,True,True,ES8JP18I4sz72HEAWjk_KQ,"Restaurants, Italian",Toronto,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,43.7056914,-79.375337,Vero Trattoria,Mount Pleasant and Davisville,M4G 3B7,21,2.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3 days 05:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,7.0,2.0,12.0
709 Mount Pleasant Road,,True,,,True,,False,False,False,True,True,True,False,True,5vwA-2fU7A_QY7MqLeHQCg,"Italian, Restaurants",Toronto,,,,,,,,43.706607899999995,-79.3894361,Camerini Ristorante,Mount Pleasant and Davisville,M4S 2N4,5,5.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,,1.0,4.0
40 Wellington Street E,True,True,False,,False,,False,False,False,True,True,True,True,True,MWTiyj9BY21GSOwYqLkpcQ,"Restaurants, Italian",Toronto,17:30-22:0,17:30-22:0,17:30-22:0,,12:0-14:30,17:30-22:0,17:30-22:0,43.6484769,-79.3749505,Bravi Ristorante,St. Lawrence,M5E 1C7,18,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,0.0,4.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,2.0,4.0,12.0
3 Charles St E,,True,,,False,,,True,False,True,True,True,True,True,PhdbEJEHGLtKs-nSFM3Kxg,"Italian, Restaurants",Toronto,,,,,,,,43.6686389,-79.3857064,Black Skirt,Church-Wellesley Village,M4Y 1R9,3,2.5,ON,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1.0,,2.0
49 Karl Fraser Road,True,True,False,,True,,True,True,False,True,True,True,True,True,OBG1j517k7aZRNC1HAL0TA,"Pizza, Mediterranean, Restaurants, Italian, Seafood, Breakfast & Brunch",Toronto,11:30-0:0,11:30-22:0,11:30-0:0,11:30-22:0,11:30-23:0,11:30-22:0,11:30-22:0,43.7366198,-79.3446503,Fabbrica,,M3C 0E5,183,3.5,ON,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,3 days 06:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,26.0,24.0,133.0
832 Dundas Street W,True,True,,,False,,False,False,False,True,True,True,False,True,oJSa5HCiZXKLXxggQmecEQ,"Tapas/Small Plates, Italian, Restaurants",Toronto,18:0-23:0,18:0-22:0,18:0-23:0,18:0-22:0,18:0-23:0,18:0-22:0,18:0-22:0,43.651712200000006,-79.40949930000001,Campagnolo,Little Italy,M6J 1V3,202,4.0,ON,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 07:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,12.0,13.0,177.0
3353 Yonge Street,False,True,True,False,False,True,False,False,False,True,True,True,True,True,mRrgBIT8vsYdI3YSfzCQhg,"Food, Nightlife, Restaurants, Brasseries, Bars, French, Italian, Coffee & Tea, Canadian (New), Comfort Food",Toronto,17:0-22:0,17:0-22:0,17:0-22:0,,17:0-22:0,17:0-22:0,17:0-22:0,43.7314893,-79.4036005,The Monkey Bar,,M4N 2M6,34,4.0,ON,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,,0.0,5.0,,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,5.0,3.0,26.0
633 King Street W,True,True,,,False,True,False,False,False,True,True,True,True,,2i0dDzxLuQQAwzxDZVR-1g,"Italian, Nightlife, Restaurants, Bakeries, Coffee & Tea, Bars, Food",Toronto,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,43.6439175,-79.4016289,Oretta,,M5V 1M5,126,3.5,ON,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,4 days 09:00:00.000000000,5.0,5.0,2.0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,9.0,11.0,106.0
1317 St Clair Avenue West,True,True,True,,True,,False,False,False,True,True,True,True,False,UpmAfOoh6WTF9g6AH-6ofA,"Restaurants, Italian",Toronto,18:0-23:0,,18:0-23:0,,18:0-23:0,18:0-23:0,18:0-23:0,43.67641029999999,-79.4487979,La Bruschetta Restaurant,Corso Italia,M6E 1C2,29,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,2.0,2.0,25.0
522 King Street W,True,True,False,False,False,True,False,True,False,True,True,True,True,True,oKZPgeCOxnVSxudYcn1OtQ,"Italian, Wine Bars, Restaurants, Bars, Nightlife, Food",Toronto,11:30-2:0,11:30-0:0,11:30-2:0,11:30-0:0,11:30-2:0,11:30-0:0,11:30-0:0,43.645081700000006,-79.3974485,Cibo Wine Bar,,M5V 1L7,270,3.5,ON,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,3 days 21:30:00.000000000,0.0,5.0,2.0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,37.0,36.0,197.0
45 Colborne Street,False,True,False,,False,,False,False,False,True,True,True,True,False,UWupVhvb1qWZh8rNowJliQ,"Canadian (New), French, Restaurants, Italian",Toronto,11:30-23:0,11:30-23:0,17:0-23:0,,11:30-23:0,11:30-23:0,11:30-23:0,43.6489963,-79.37503240000001,Woods Restaurant & Bar,St. Lawrence,M5E 1E3,68,4.0,ON,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,5.0,1.0,62.0
2150 Yonge Street,True,True,,,False,,False,False,False,True,True,True,,True,XH2TZmZt6gzHHpjqk8C6pg,"Italian, Restaurants",Toronto,17:30-22:0,17:30-22:0,17:30-22:0,17:0-21:30,17:30-22:0,17:30-22:0,17:30-22:0,43.7037349,-79.3979305,Zucca Trattoria,Mount Pleasant and Davisville,M4S 2A8,44,3.5,ON,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 07:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,4.0,4.0,36.0
319 King Street W,False,True,,,False,,False,True,False,True,True,True,True,False,WoXBfzGHcL3x6ME-X06qhA,"Italian, Restaurants",Toronto,11:30-22:0,11:30-22:0,17:0-22:0,,11:30-22:0,11:30-22:0,11:30-22:0,43.646092700000004,-79.39079129999999,La Fenice,Entertainment District,M5V 1J5,39,3.5,ON,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,5.0,2.0,32.0
3239 Yonge Street,True,True,,,True,,False,True,True,True,True,True,True,True,cDz_5MwEZV1LIkJiIFDpoQ,"Restaurants, Italian, Pizza",Toronto,11:0-23:0,,12:0-0:0,12:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,43.7288719,-79.40284190000001,Trio Ristorante and Pizzeria,,M4N 2T5,33,3.5,ON,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,6.0,1.0,26.0
1710 Queen Street W,True,True,True,False,False,False,False,False,False,False,True,True,False,False,sHnN3JliwVWvGX76Odmlbw,"Italian, Nightlife, Wine Bars, Restaurants, Canadian (New), American (New), Bars",Toronto,18:0-23:0,18:0-22:0,18:0-23:0,18:0-22:0,18:0-23:0,18:0-22:0,18:0-22:0,43.6389877,-79.44512850000001,Local Kitchen & Winebar,Parkdale,M6N,66,4.0,ON,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,1 days 07:00:00.000000000,0.0,5.0,2.0,,,,,,,,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,3.0,5.0,58.0
3827 Bathurst Street,True,True,True,,True,,False,False,False,True,True,True,True,,aY0Y058p2_iWxMAZron2mg,"Italian, Restaurants",Toronto,17:30-23:0,17:30-21:30,17:30-23:30,17:30-21:30,17:30-23:0,17:30-22:0,17:30-22:0,43.7397281,-79.4342103,Paese,,M3H 3N1,48,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1 days 10:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,4.0,4.0,40.0
120 Avenue Road,True,True,True,,False,,False,False,False,True,True,True,False,,u71djaZjecGVU1MqMevQ4g,"Italian, Restaurants",Toronto,12:0-15:0,17:0-23:0,12:0-15:0,17:0-23:0,12:0-15:0,17:0-23:0,17:0-23:0,43.673731700000005,-79.396524,Ristorante Sotto Sotto,The Annex,M5R 2H4,70,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1 days 09:00:00.000000000,0.0,3.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,12.0,3.0,55.0
1288 Dundas St W,True,True,False,,False,,False,True,False,True,True,True,True,False,3glVZZh_vyZH1VvPU0307A,"Restaurants, Italian",Toronto,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,43.649582200000005,-79.4256294,Enoteca Sociale,Little Portugal,M6J 1X7,272,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 18:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,16.0,12.0,244.0
595 College Street,True,True,,,False,False,True,True,True,True,True,True,True,,va7QuRicUp1Klt5dyCR7mg,"Italian, Bars, Restaurants, Wine Bars, Nightlife",Toronto,17:0-2:0,17:0-0:0,17:0-2:0,10:0-2:0,17:0-2:0,17:0-0:0,17:0-2:0,43.6550285,-79.41371009999999,Sotto Voce Wine & Pasta Bar,Little Italy,M6G 1B2,25,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,2 days 18:00:00.000000000,0.0,5.0,2.0,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,4.0,2.0,19.0
