address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,none,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
9560 W Sahara Ave,True,True,True,False,True,True,True,True,False,True,True,True,True,True,G6BwYw_0_atLPTzI1uokIA,"Nightlife, Burgers, Mexican, Restaurants, Breakfast & Brunch, Bars, Sports Bars, Vegan, American (New), Pubs, Tex-Mex",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.1449407,-115.3028257,Nacho Daddy,Westside,89117,630,3.5,NV,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,3 days 07:00:00.000000000,0.0,5.0,2.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
11011 W Charleston Blvd,False,True,False,False,True,,True,True,False,True,False,True,True,True,BnpuVvPy3sfLlkqKCx6Xnw,"Wine Bars, Burgers, Cafes, Breakfast & Brunch, American (Traditional), Nightlife, Bars, Restaurants",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1564004,-115.3335562,Grand Cafe,South Summerlin,89135,361,2.5,NV,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,False,True,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
"6605 S Las Vegas Blvd, Ste B207",False,True,False,False,False,True,True,True,False,True,True,True,False,True,Nk88s1VuIfl3O9SFZnonCg,"Bars, Fast Food, Vegetarian, Nightlife, Lounges, Vegan, Restaurants, American (Traditional)",Las Vegas,16:0-4:0,16:0-0:0,16:0-4:0,12:0-3:0,16:0-2:0,16:0-2:0,16:0-0:0,36.0679611785,-115.178036402,Nēche Restaurant & Ultra Lounge,Southeast,89119,37,3.0,NV,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,3 days 03:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
"7865 W Sahara Ave, Ste 104 & 105",True,True,True,,True,,True,True,True,True,True,True,True,True,gjCmXkMNVE0JSk8puUwv6g,"Event Planning & Services, Salad, Food, Soup, Personal Chefs, Vegan, Sandwiches, American (New), Bakeries, Gluten-Free, Caterers, Mediterranean, French, Breakfast & Brunch, Food Delivery Services, Vegetarian, Restaurants, Fast Food",Las Vegas,11:30-21:30,11:30-20:30,11:30-21:30,10:30-16:0,11:30-20:30,11:30-20:30,11:30-20:30,36.1433174,-115.262227,Eatt Gourmet Bistro,Westside,89117,269,4.5,NV,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,False,2 days 13:30:00.000000000,0.0,1.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
"Paris Las Vegas Hotel, 3655 Las Vegas Blvd S",False,True,False,False,True,False,False,True,False,True,True,True,True,True,8Q6jl7OW8DZzwANggDspcw,"Nightlife, Bars, Breakfast & Brunch, American (New), Restaurants",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1120152614,-115.172531605,Sugar Factory American Brasserie,The Strip,89109,751,3.0,NV,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,0 days 00:00:00.000000000,5.0,5.0,2.0,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3725 Las Vegas Blvd S,True,True,False,,True,,True,True,False,True,True,True,True,True,4v5ZLpmNn13Mze1w_XfWHw,"American (Traditional), Restaurants, Burgers, Barbeque",Las Vegas,9:0-0:0,9:0-23:0,9:0-0:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,36.1077582129,-115.17237479,Harley-Davidson Las Vegas Cafe,The Strip,89109,283,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,4 days 04:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
6235 S Decatur Blvd,False,True,False,False,False,True,True,False,False,True,False,True,True,,9hEPwq1GmU1dp3ZyBB9ASQ,"Nightlife, Breakfast & Brunch, Pizza, Pubs, Sports Bars, American (New), Bars, Restaurants",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.0764085,-115.2087831,Pt's Gold,,89118,46,3.0,NV,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
"325 Hughes Ctr Dr, Ste 100",True,True,True,False,True,True,True,True,True,True,True,True,True,True,EjzMHfwqAmj7BgdzQjquRQ,"Tacos, Bars, Restaurants, Nightlife, Latin American, Mexican, Cocktail Bars",Las Vegas,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,36.115316,-115.158502,Bandito Latin Kitchen & Cantina,Eastside,89169,291,4.0,NV,False,False,True,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,False,3 days 12:00:00.000000000,0.0,5.0,2.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
9480 W Sahara Ave,True,True,False,,True,,False,False,False,True,False,True,True,,9iCgfQ7ffWtroHbde7q-pQ,"Breakfast & Brunch, American (Traditional), Restaurants, Burgers, American (New)",Las Vegas,6:0-0:0,6:0-22:0,6:0-0:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,36.14486,-115.30109,IHOP,Westside,89117,75,2.5,NV,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,4 days 20:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
2460 W Warm Springs Rd,True,True,True,,True,,True,False,False,True,True,True,True,True,lLMJsTchKYF1O0fpNWpCRA,"Restaurants, American (Traditional), Pizza, Burgers",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.0572932,-115.1755613,Home Plate Grill & Bar,Southeast,89119,93,4.0,NV,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1121 S Fort Apache,True,True,True,,True,,False,True,False,True,True,True,True,True,3FlWR_osNPb8dcqLgHebHw,"French, Restaurants, Breakfast & Brunch, American (Traditional)",Las Vegas,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,36.1577139,-115.2918614,Mimi's Cafe,Westside,89117,252,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,4 days 02:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
5160 Las Vegas Blvd S,False,True,True,,False,,True,True,False,True,True,True,False,True,9xAQPtjOf92wLjMHPWYEpA,"American (New), Venues & Event Spaces, Seafood, Event Planning & Services, Restaurants, Wedding Planning",Las Vegas,11:30-19:0,11:30-19:0,11:30-19:0,11:30-19:0,11:30-19:0,11:30-19:0,11:30-19:0,36.0831298389,-115.175365358,Cili,Southeast,89119,65,4.0,NV,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,2 days 04:30:00.000000000,0.0,0.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
7345 S Jones Blvd,,True,True,,True,,True,False,True,True,False,True,True,,wlY7T5ue3lL8Hcf1r_Ts2A,"Restaurants, Pizza, American (Traditional)",Las Vegas,,,,,,,,36.055404,-115.2252439,The Taste of Chicago,Southwest,89139,17,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
"Downtown Grand, 206 N 3rd St",False,True,False,,True,,False,False,False,True,True,True,True,,lsLelczQjIZLHVt2-e44lA,"American (Traditional), American (New), Restaurants",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1718091,-115.1415023,S+O Restaurant,Downtown,89101,143,3.0,NV,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"Town Square Las Vegas, 6587 Las Vegas Blvd S., Ste 171",True,True,True,,True,,True,True,False,True,False,True,True,True,n7V4cD-KqqE3OXk0irJTyA,"American (New), Arcades, Gastropubs, American (Traditional), Active Life, Restaurants, Arts & Entertainment, Bowling",Las Vegas,11:0-1:0,11:0-0:0,11:0-1:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,36.0682464,-115.1785589,GameWorks,Southeast,89119,395,3.0,NV,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,3 days 21:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
9941 W Charelston Blvd,True,True,False,False,False,True,True,True,False,True,False,True,True,,RDO51EhaqSt1Psdwcwx3Bg,"Restaurants, Nightlife, Bars, Pubs, Sports Bars, American (New)",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1573134,-115.31363,The Pint,South Summerlin,89117,128,4.0,NV,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
115 E Tropicana Ave,,True,,,True,,,,False,True,False,,True,,Ucsy6LjBYsfVwuGlSlfJog,"American (Traditional), Restaurants, Breakfast & Brunch, Burgers, Diners",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.100506,-115.1677344,Steak 'n Shake,Eastside,89109,40,3.0,NV,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
206 N 3rd St,True,True,False,,True,,True,False,False,True,True,True,True,True,3QcTqsdxQBlSndBdMJBRhQ,"Nightlife, American (Traditional), Vegan, Bars, Restaurants, Sandwiches, American (New)",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1719130639,-115.141276185,Freedom Beat,Downtown,89101,201,3.5,NV,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
3900 Las Vegas Blvd S,False,True,False,False,False,True,True,False,False,True,True,True,True,,KaGZE0_o1EmmSN4Fo_cpUw,"Food, Sports Bars, Bars, Nightlife, Beer, Wine & Spirits, American (Traditional), Burgers, Restaurants",Las Vegas,11:0-23:0,16:0-22:0,12:0-23:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,36.0954151675,-115.174970342,Public House,The Strip,89119,249,3.0,NV,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,2 days 05:00:00.000000000,0.0,5.0,2.0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"3663 Las Vegas Blvd, Ste 600",False,True,False,False,True,True,True,False,False,True,False,True,True,,35fWtS1LZkaZ-ooKupJ1XA,"American (Traditional), Bars, Restaurants, Sports Bars, Chicken Wings, Nightlife",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1084021917,-115.171653389,Buffalo Wild Wings,The Strip,89109,185,3.0,NV,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
6374 W Lake Mead Blvd,True,True,True,False,False,True,True,False,False,True,False,True,True,True,fzpnaYOqBDjKnnAgFcgR8A,"Nightlife, Restaurants, American (Traditional), Bars",Las Vegas,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,36.1959297,-115.2324529,Torrey Pines Pub,,89108,44,4.5,NV,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,0.0,2.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
6200 S Rainbow Blvd,True,True,False,False,False,True,True,False,False,True,False,True,True,True,X11JfeIVH9d6qMrDqA-N7A,"Nightlife, Restaurants, Bars, American (Traditional), Sports Bars",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.0758928,-115.2421223,Scooter's Pub,Spring Valley,89118,169,4.0,NV,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
8730 W Charleston Blvd,True,True,,False,True,True,True,False,False,True,False,True,True,True,86stmK3Vm2f5W6PdyvuLrQ,"Sports Bars, American (Traditional), Steakhouses, Bars, Restaurants, Burgers, Nightlife",Las Vegas,11:0-0:0,11:0-23:0,11:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,36.1595644,-115.2864495,Applebee's Neighborhood Grill & Bar,Westside,89117,85,2.5,NV,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,3 days 14:00:00.000000000,0.0,5.0,2.0,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
7335 Arroyo Crossing Pkwy,True,True,True,False,True,True,True,False,False,True,False,True,True,,Wg9272hxpu9IBTXMTB6EeQ,"Nightlife, American (Traditional), Restaurants, Bars, American (New), Tex-Mex",Las Vegas,11:0-23:0,11:0-22:30,11:0-23:0,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,36.0627570925,-115.252423123,Chili's,Spring Valley,89113,188,2.5,NV,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,3 days 09:30:00.000000000,0.0,5.0,2.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
3555 South Las Vegas Blvd,True,True,False,False,False,True,True,True,False,True,False,True,False,,WTt8_zwy4IXaB2QnuiQP1Q,"Restaurants, Nightlife, Bars, Arts & Entertainment, Casinos, American (New), Music Venues",Las Vegas,8:0-2:0,8:0-1:0,8:0-2:0,8:0-1:0,8:0-1:0,8:0-1:0,8:0-1:0,36.1163474,-115.1723373,Margaritaville Casino,The Strip,89109,60,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,5 days 01:00:00.000000000,5.0,5.0,2.0,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
,True,True,True,,True,,False,True,True,True,True,False,False,False,k5ddmLvAKKw9zSusRPM2cQ,"Barbeque, Event Planning & Services, Restaurants, Caterers, Hot Dogs, American (New), Food Stands",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1165487,-115.0881146,Poppa Naps BBQ,Eastside,89121,122,5.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,,,,,,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
"Harrah's Las Vegas, 3475 Las Vegas Blvd S",,True,False,,True,,False,False,False,True,False,True,True,True,G9OOkWH5rLHN3DKNPMv1lg,"Restaurants, American (Traditional), Breakfast & Brunch",Las Vegas,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,36.1183787,-115.1726202,Cafe at Harrah's,The Strip,89109,75,2.0,NV,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,0 days 00:00:00.000000000,5.0,0.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
10144 Flamingo Rd,,True,,,True,,,False,False,True,,True,True,True,lDwZKo0usofBTfhYrquhDg,"American (Traditional), Diners, Restaurants",Las Vegas,,,,,,,,36.1154163,-115.3140301,Mega Cafe,Spring Valley,89147,11,2.5,NV,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
4955 S Decatur Blvd,True,True,False,False,False,True,True,False,False,True,False,True,True,True,HfxMovSXJZVqL514iUD02g,"American (Traditional), Restaurants, Sports Bars, Bars, Nightlife",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.0989299,-115.208216,O'Aces Bar & Grill,Spring Valley,89118,77,4.0,NV,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
Angel Park Trl,False,True,False,,True,,False,False,False,,,True,True,,kI86MfVvZPJUm4RYy3YmUw,"American (New), Restaurants",Las Vegas,,,,,,,,36.1700270996,-115.292602032,Cafe Sienna,Westside,89144,7,2.5,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
"1124 E Charleston Blvd, Ste D",True,True,True,,True,,True,True,True,True,False,False,True,,SVtv-HglZotLo64QMWtQfA,"American (New), Chicken Wings, Restaurants",Las Vegas,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,36.158247,-115.137687,Wingstop,Downtown,89104,17,4.5,NV,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,3 days 12:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
11930 Southern Highlands P,True,True,False,,False,,True,True,False,True,False,True,True,,OWiKC7bjIvc7L2iIuBsHxw,"American (Traditional), Restaurants",Las Vegas,,,,,,,,35.973171,-115.182206,Molly Malone's Irish Pub,Southwest,89141,42,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"5165 S Ft Apache Rd, Ste 195",True,True,False,,True,,False,False,False,True,False,True,True,True,I1gRYCt2exnOMsTr-lEJVA,"Burgers, American (Traditional), Restaurants, Breakfast & Brunch",Las Vegas,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,36.0957104,-115.2982167,Squeeze In,Spring Valley,89148,376,4.5,NV,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,2 days 01:00:00.000000000,5.0,0.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
9151 S Las Vegas Blvd,False,True,,False,,False,True,False,,True,,,,,W7RSjR3JoIMWxW1AeZH9ng,"Bars, Sports Bars, Dance Clubs, Nightlife, Country Dance Halls, Latin American, Restaurants, American (New)",Las Vegas,19:0-5:0,,19:0-5:0,19:0-5:0,19:0-5:0,,19:0-5:0,36.022737,-115.175131,Rubicon Club & Grill,Southeast,89123,3,5.0,NV,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,,,,2.0,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
255 E Flamingo Rd,True,True,True,False,False,True,True,False,False,True,True,True,True,True,2Wl4o7l54I-EtxtaDpOTzA,"Nightlife, Burgers, American (Traditional), Bars, Pubs, Beer Bar, Restaurants, Salad, Mexican",Las Vegas,11:30-2:0,11:30-2:0,11:30-2:0,10:0-2:0,11:30-2:0,11:30-2:0,11:30-2:0,36.113105,-115.160233,Pub 365,Eastside,89169,135,4.0,NV,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,True,4 days 07:00:00.000000000,0.0,5.0,2.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"750 S Rampart Blvd, Bldg 17",True,True,True,,True,,True,True,False,True,True,True,True,True,eZcCFV-8X91ZSnmB9807bw,"Desserts, American (New), American (Traditional), Restaurants, Food",Las Vegas,11:0-0:0,11:0-23:0,10:0-0:0,10:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,36.1646282753,-115.28920699,The Cheesecake Factory,Westside,89145,627,3.5,NV,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,3 days 16:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
3717 S Las Vegas Blvd,False,True,False,,True,,False,True,False,True,True,True,True,,UFthIIorkchiGj_5ThZ1Uw,"American (Traditional), Restaurants, Cafes, Party & Event Planning, Event Planning & Services",Las Vegas,8:0-0:0,8:0-23:0,8:0-0:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,36.1088741512,-115.171956647,Rainforest Cafe,The Strip,89109,243,3.0,NV,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,4 days 11:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
"7340 Arroyo Crossing Pkwy, Ste 5",True,True,True,,True,,True,True,True,True,False,False,True,True,eJNHwNoCk_hZbK8AeHDZ9g,"Barbeque, Restaurants, American (Traditional), Cafes, Salad, Chicken Wings, Wraps, Sandwiches",Las Vegas,10:30-21:30,10:30-21:30,10:30-21:30,11:0-21:0,10:30-21:30,10:30-21:30,10:30-21:30,36.0636453,-115.2520481,Nevada Chicken Cafe,Spring Valley,89113,335,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 04:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"6115 S Fort Apache Rd, Ste 112",True,True,False,False,True,True,True,True,False,True,True,True,True,True,jaSowNITPRRCYpPb3_pjdA,"French, Restaurants, Nightlife, Food, Desserts, American (New), Bars",Las Vegas,11:0-22:0,11:0-21:0,10:0-22:0,10:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,36.077209,-115.298601,Andre's Bistro & Bar,Spring Valley,89148,277,4.0,NV,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,3 days 02:00:00.000000000,0.0,5.0,2.0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
6730 S Las Vegas Blvd,True,True,True,False,True,True,True,False,False,True,False,True,True,True,Pd52CjgyEU3Rb8co6QfTPw,"American (New), Barbeque, Nightlife, Bars, Sports Bars, Restaurants",Las Vegas,8:30-22:30,8:30-22:30,8:30-22:30,8:30-22:30,8:30-22:30,8:30-22:30,8:30-22:30,36.0669136,-115.1708484,Flight Deck Bar & Grill,Southeast,89119,14,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,4 days 02:00:00.000000000,5.0,5.0,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"Town Square Mall, 6593 Las Vegas Blvd S",,True,False,,False,,True,True,False,True,True,True,True,True,7B4ZXiaDDcg04_N1A0DG9A,"Restaurants, American (Traditional)",Las Vegas,,,,,,,,36.089494,-115.138026,Cadillac Ranch,Southeast,89119,81,2.5,NV,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
8350 S Rainbow Blvd,True,True,False,False,False,True,True,False,False,True,False,True,True,True,maIam6HyU4FB_sBIk9ippA,"Pubs, Restaurants, Nightlife, Bars, American (Traditional)",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.03671,-115.24285,The Lodge at Shelbourne,Southwest,89139,89,3.0,NV,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
