business_id,label,size
EQ1cOH_mr5VyHGjhgz_vDA,1,3
ERnG-1q3igX3VSgm5uLZ6A,-1,4
ERnG-1q3igX3VSgm5uLZ6A,0,6
ERnG-1q3igX3VSgm5uLZ6A,1,52
ES8JP18I4sz72HEAWjk_KQ,-1,7
ES8JP18I4sz72HEAWjk_KQ,0,2
ES8JP18I4sz72HEAWjk_KQ,1,12
ET4y-4D-FRYeFxYBxLcKrg,-1,1
ET4y-4D-FRYeFxYBxLcKrg,1,3
ET8WuErpImo0zxS673gLxw,-1,5
ET8WuErpImo0zxS673gLxw,0,8
ET8WuErpImo0zxS673gLxw,1,33
ETh03xxYk-yu3LgXY8H-lg,-1,4
ETh03xxYk-yu3LgXY8H-lg,0,2
ETh03xxYk-yu3LgXY8H-lg,1,10
EWbNTPW0co_X4lZRB-QTLQ,-1,44
EWbNTPW0co_X4lZRB-QTLQ,0,47
EWbNTPW0co_X4lZRB-QTLQ,1,284
EWmYNndtI9G0c2lI58vQWA,0,1
EWmYNndtI9G0c2lI58vQWA,1,12
EY4xsGDe0euyusOfAb3Cwg,-1,3
EY4xsGDe0euyusOfAb3Cwg,0,1
EY4xsGDe0euyusOfAb3Cwg,1,13
EZ3vflgYwoBAJDrhc0TCbw,-1,8
EZ3vflgYwoBAJDrhc0TCbw,0,7
EZ3vflgYwoBAJDrhc0TCbw,1,97
E_cMkVDGE4jpL_ixIxJXUw,-1,8
E_cMkVDGE4jpL_ixIxJXUw,0,3
E_cMkVDGE4jpL_ixIxJXUw,1,12
E_jLyf_YuGgMP_rw8tvNSA,-1,13
E_jLyf_YuGgMP_rw8tvNSA,0,14
E_jLyf_YuGgMP_rw8tvNSA,1,185
E_mRnwhHLuz6tgMBScw1mw,-1,2
E_mRnwhHLuz6tgMBScw1mw,0,4
E_mRnwhHLuz6tgMBScw1mw,1,30
Ea04rGA3H-ZqY1nHLpI2FQ,-1,10
Ea04rGA3H-ZqY1nHLpI2FQ,0,6
Ea04rGA3H-ZqY1nHLpI2FQ,1,26
Eau1XrNg91XSzJRn_sCWTg,-1,2
Eau1XrNg91XSzJRn_sCWTg,1,1
EbSX56Nddv-AcYlt58m0kg,-1,56
EbSX56Nddv-AcYlt58m0kg,0,17
EbSX56Nddv-AcYlt58m0kg,1,32
EcsUxHW1keLUl5w-3ZEbAw,-1,35
EcsUxHW1keLUl5w-3ZEbAw,0,17
EcsUxHW1keLUl5w-3ZEbAw,1,109
Ed5EiltgiPVaIKPHILRd8g,1,4
EdIFp1tdPi1267hm3da6Nw,-1,26
EdIFp1tdPi1267hm3da6Nw,0,22
EdIFp1tdPi1267hm3da6Nw,1,107
EdY6q0CO2mlATpoTFkvHAw,-1,45
EdY6q0CO2mlATpoTFkvHAw,0,36
EdY6q0CO2mlATpoTFkvHAw,1,248
EgrW38gqGcNH2tKdRd_XZQ,-1,26
EgrW38gqGcNH2tKdRd_XZQ,0,24
EgrW38gqGcNH2tKdRd_XZQ,1,125
EhGPj8iJDIdaHnWg9d5BgA,-1,19
EhGPj8iJDIdaHnWg9d5BgA,0,21
EhGPj8iJDIdaHnWg9d5BgA,1,147
Ehl4wwFZnB6WhiHt-0tIwA,-1,4
Ehl4wwFZnB6WhiHt-0tIwA,0,4
Ehl4wwFZnB6WhiHt-0tIwA,1,13
Ehy00JWQixgoXzisVKhvag,-1,83
Ehy00JWQixgoXzisVKhvag,0,97
Ehy00JWQixgoXzisVKhvag,1,675
EjYGxyksao-Jhw86tIAiYQ,-1,7
EjYGxyksao-Jhw86tIAiYQ,0,6
EjYGxyksao-Jhw86tIAiYQ,1,40
ElFjivhz41XfFiOogtTCvg,-1,7
ElFjivhz41XfFiOogtTCvg,0,1
ElFjivhz41XfFiOogtTCvg,1,7
ElyDWPaVOhaHJOHoQv6PBw,-1,3
ElyDWPaVOhaHJOHoQv6PBw,0,5
ElyDWPaVOhaHJOHoQv6PBw,1,27
EnwLYvr22hc0bJOUeSz38A,-1,10
EnwLYvr22hc0bJOUeSz38A,0,5
EnwLYvr22hc0bJOUeSz38A,1,65
Eo4s6CmPpEcXCkfg9Zk_EA,-1,3
Eo4s6CmPpEcXCkfg9Zk_EA,0,3
Eo4s6CmPpEcXCkfg9Zk_EA,1,1
EoUYBTQWpUJr7Sp6Kpw1aQ,-1,6
EoUYBTQWpUJr7Sp6Kpw1aQ,0,1
EoUYBTQWpUJr7Sp6Kpw1aQ,1,7
EqNtK4J5CHYQee-qX-WxRQ,1,5
EqUlVPI8t9A96BIvWdW1pw,-1,9
EqUlVPI8t9A96BIvWdW1pw,0,12
EqUlVPI8t9A96BIvWdW1pw,1,38
Er8DpPwf_lHHv64ncWhD8g,-1,113
Er8DpPwf_lHHv64ncWhD8g,0,122
Er8DpPwf_lHHv64ncWhD8g,1,619
Erj_jPPdF3IupgNS1Yfm4w,-1,9
Erj_jPPdF3IupgNS1Yfm4w,0,9
Erj_jPPdF3IupgNS1Yfm4w,1,23
ErzHs0c5EKwLD_YM2ZjsGQ,-1,8
ErzHs0c5EKwLD_YM2ZjsGQ,0,3
ErzHs0c5EKwLD_YM2ZjsGQ,1,6
EsVVTcYO9DhSK2oxakctjw,-1,3
EsVVTcYO9DhSK2oxakctjw,0,10
EsVVTcYO9DhSK2oxakctjw,1,70
EuCIMwCsRJHWAuIFOHqNOA,1,4
EvE23d1PSbfGWe7EA5HRBQ,-1,15
EvE23d1PSbfGWe7EA5HRBQ,0,25
EvE23d1PSbfGWe7EA5HRBQ,1,185
EwUM6gGMBhrjOef0wmqKJQ,-1,2
EwUM6gGMBhrjOef0wmqKJQ,0,7
EwUM6gGMBhrjOef0wmqKJQ,1,32
EwoQiXlVP868y7j2lP46vQ,0,2
EwoQiXlVP868y7j2lP46vQ,1,20
EwxhzR-VghhMsRObXLMitw,-1,11
EwxhzR-VghhMsRObXLMitw,0,22
EwxhzR-VghhMsRObXLMitw,1,243
EzGGUtQtbE8z57pqxE0I8w,-1,11
EzGGUtQtbE8z57pqxE0I8w,0,7
EzGGUtQtbE8z57pqxE0I8w,1,43
F-g0QH4IvrFtJUVRzDtzCA,-1,8
F-g0QH4IvrFtJUVRzDtzCA,0,3
F-g0QH4IvrFtJUVRzDtzCA,1,16
F06m2yQSPHIrb1IT7heYeQ,-1,12
F06m2yQSPHIrb1IT7heYeQ,0,11
F06m2yQSPHIrb1IT7heYeQ,1,64
F0c5AMuF_w49727bE7xV1w,-1,1
F0c5AMuF_w49727bE7xV1w,0,3
F0c5AMuF_w49727bE7xV1w,1,12
F0fEKpTk7gAmuSFI0KW1eQ,-1,2
F0fEKpTk7gAmuSFI0KW1eQ,1,1
F2daTLKFb2-hG5ysrJIQ5Q,-1,2
F2daTLKFb2-hG5ysrJIQ5Q,0,1
F2daTLKFb2-hG5ysrJIQ5Q,1,4
F4VS-6xnpDoNBRGPoLrtjA,-1,4
F4VS-6xnpDoNBRGPoLrtjA,0,6
F4VS-6xnpDoNBRGPoLrtjA,1,39
F5BCXUpQpCRPeFmWnQmSJA,-1,12
F5BCXUpQpCRPeFmWnQmSJA,0,9
F5BCXUpQpCRPeFmWnQmSJA,1,111
F7E3qP0oz_SuVGZGL0D8Zw,-1,1
F7E3qP0oz_SuVGZGL0D8Zw,1,2
F7OsiFk9aLZtqZczA84xpw,-1,33
F7OsiFk9aLZtqZczA84xpw,0,9
F7OsiFk9aLZtqZczA84xpw,1,14
F9h98ZFHLCHG7SdVbXMz0g,-1,10
F9h98ZFHLCHG7SdVbXMz0g,0,9
F9h98ZFHLCHG7SdVbXMz0g,1,62
FAiZp6pLY5l9JITMQPASbg,-1,7
FAiZp6pLY5l9JITMQPASbg,0,12
FAiZp6pLY5l9JITMQPASbg,1,158
FAxW2mH50Mh5pnBRaIFClA,-1,3
FAxW2mH50Mh5pnBRaIFClA,0,2
FAxW2mH50Mh5pnBRaIFClA,1,8
FDxnnImJ-Q0CXRwGVJ1gig,-1,2
FDxnnImJ-Q0CXRwGVJ1gig,0,2
FDxnnImJ-Q0CXRwGVJ1gig,1,7
FJMMPL3pxAPYGEPB0Hwlhw,-1,6
FJMMPL3pxAPYGEPB0Hwlhw,0,6
FJMMPL3pxAPYGEPB0Hwlhw,1,101
FJql8i65mbx7Zjvt-LtqtQ,-1,5
FJql8i65mbx7Zjvt-LtqtQ,1,7
FK7JHSUMdznZefUW6X319A,1,3
FKdyzqDoPvRAEYP_2TjbzQ,-1,1
FKdyzqDoPvRAEYP_2TjbzQ,0,1
FKdyzqDoPvRAEYP_2TjbzQ,1,4
FKnIIONBcfdPSVW-r5_zfw,-1,6
FKnIIONBcfdPSVW-r5_zfw,0,6
FKnIIONBcfdPSVW-r5_zfw,1,20
FMnH5WIRLyexBYMBUUnDxQ,-1,88
FMnH5WIRLyexBYMBUUnDxQ,0,73
FMnH5WIRLyexBYMBUUnDxQ,1,649
FOzChvW-f6mp0BGbrS-ywQ,-1,4
FOzChvW-f6mp0BGbrS-ywQ,0,2
FOzChvW-f6mp0BGbrS-ywQ,1,34
FSTTDlBYtKqaQLrf0mwTcg,-1,1
FSTTDlBYtKqaQLrf0mwTcg,1,3
FT99KLluYZA7vFZEIypIwQ,-1,1
FT99KLluYZA7vFZEIypIwQ,0,2
FT99KLluYZA7vFZEIypIwQ,1,8
FUqvrauxIP8bcI2aVeoXdg,-1,29
FUqvrauxIP8bcI2aVeoXdg,0,24
FUqvrauxIP8bcI2aVeoXdg,1,133
FUz63VABr3jGIuDtYjOpqA,-1,1
FUz63VABr3jGIuDtYjOpqA,1,3
FWBWBnM2zjycBI7QrayklA,-1,8
FWBWBnM2zjycBI7QrayklA,0,4
FWBWBnM2zjycBI7QrayklA,1,7
FW_zg6VuyW5v_vM394gWAw,-1,25
FW_zg6VuyW5v_vM394gWAw,0,18
FW_zg6VuyW5v_vM394gWAw,1,78
FXiPQQGr_2bwlJ4wOrW2eA,-1,19
FXiPQQGr_2bwlJ4wOrW2eA,0,6
FXiPQQGr_2bwlJ4wOrW2eA,1,67
FYRVCh_ctzqY1Yj_6hDk7A,-1,41
FYRVCh_ctzqY1Yj_6hDk7A,0,36
FYRVCh_ctzqY1Yj_6hDk7A,1,187
FYWbBFMAoIKuQlbUcBa9Zw,-1,6
FYWbBFMAoIKuQlbUcBa9Zw,0,5
FYWbBFMAoIKuQlbUcBa9Zw,1,26
FYqFfaxVRW6pdviONXIoDw,-1,23
FYqFfaxVRW6pdviONXIoDw,0,21
FYqFfaxVRW6pdviONXIoDw,1,316
Fanu7vgveGy1LyLV8R9aMA,0,1
Fanu7vgveGy1LyLV8R9aMA,1,6
FaoMHRFjrZvD9_RvYZX4oQ,-1,17
FaoMHRFjrZvD9_RvYZX4oQ,0,3
FaoMHRFjrZvD9_RvYZX4oQ,1,10
Fb4n3CDCn0pdSUz9FO7kDw,1,4
Fb7QbeQVasGej9GPIL2koA,-1,2
Fb7QbeQVasGej9GPIL2koA,1,8
FbayoQWK77lRJ7Luo2WKlA,-1,3
FbayoQWK77lRJ7Luo2WKlA,0,1
FcNtrDGaWmkDzlHaq9F1UQ,-1,3
FcNtrDGaWmkDzlHaq9F1UQ,0,2
FcNtrDGaWmkDzlHaq9F1UQ,1,15
FclR3tCyp3wPCZoxHXn_jQ,-1,3
FclR3tCyp3wPCZoxHXn_jQ,0,3
FclR3tCyp3wPCZoxHXn_jQ,1,15
Fe699lNnpiZIGjgmuQahXA,-1,21
Fe699lNnpiZIGjgmuQahXA,0,12
Fe699lNnpiZIGjgmuQahXA,1,48
FeC5DeqINOSr37y5TABnKA,-1,2
FeC5DeqINOSr37y5TABnKA,0,4
FeC5DeqINOSr37y5TABnKA,1,22
FevycwulBfHEZt77dv2EyA,-1,4
FevycwulBfHEZt77dv2EyA,0,3
FevycwulBfHEZt77dv2EyA,1,30
FfF8XGFf8_BSlWSjIgqeQg,-1,18
FfF8XGFf8_BSlWSjIgqeQg,0,14
FfF8XGFf8_BSlWSjIgqeQg,1,92
FfG8twx5K18y268Gp4dSKA,-1,109
FfG8twx5K18y268Gp4dSKA,0,51
FfG8twx5K18y268Gp4dSKA,1,153
FfHpj1QcW510pA3CS354xw,-1,89
FfHpj1QcW510pA3CS354xw,0,46
FfHpj1QcW510pA3CS354xw,1,114
FhIeCF6QrsLaRvAeu0oEPQ,-1,68
FhIeCF6QrsLaRvAeu0oEPQ,0,50
FhIeCF6QrsLaRvAeu0oEPQ,1,298
FhVYpbvE8IQeUHAcwPPIXg,-1,19
FhVYpbvE8IQeUHAcwPPIXg,0,13
FhVYpbvE8IQeUHAcwPPIXg,1,119
Fihzq3H6od0AP2WFLCE5yQ,-1,3
Fihzq3H6od0AP2WFLCE5yQ,0,1
Fihzq3H6od0AP2WFLCE5yQ,1,15
Fj0zObYm5McHcbtE6MSU0A,-1,17
Fj0zObYm5McHcbtE6MSU0A,0,5
Fj0zObYm5McHcbtE6MSU0A,1,49
Fj7ZQ3N2hGK7C9phNPkGpg,-1,4
Fj7ZQ3N2hGK7C9phNPkGpg,0,1
Fj7ZQ3N2hGK7C9phNPkGpg,1,7
Flb_GvJ8d4UR2JuHyHlFzA,-1,4
Flb_GvJ8d4UR2JuHyHlFzA,0,1
Flb_GvJ8d4UR2JuHyHlFzA,1,27
Fn20yKQ2Flzt0vuM5xPYvA,-1,5
Fn20yKQ2Flzt0vuM5xPYvA,0,4
Fn20yKQ2Flzt0vuM5xPYvA,1,49
FnRLbAYaQTYQEXHuUTmwMA,-1,14
FnRLbAYaQTYQEXHuUTmwMA,0,3
FnRLbAYaQTYQEXHuUTmwMA,1,15
FpkUmjM8fsrZyPH-okn2qQ,-1,3
FpkUmjM8fsrZyPH-okn2qQ,0,1
FpkUmjM8fsrZyPH-okn2qQ,1,8
FqJ1SWEBhgVl66FrcsovOQ,-1,27
FqJ1SWEBhgVl66FrcsovOQ,0,8
FqJ1SWEBhgVl66FrcsovOQ,1,35
FqXwm6UpihHY7Ha-pr4y6Q,-1,43
FqXwm6UpihHY7Ha-pr4y6Q,0,25
FqXwm6UpihHY7Ha-pr4y6Q,1,184
Ft060vaLmEQqHxVBK_6kkA,-1,2
Ft060vaLmEQqHxVBK_6kkA,1,2
Fu_MNxmXW0neptI-ShZRpw,-1,3
Fu_MNxmXW0neptI-ShZRpw,1,6
FvC3W9E6rXUYx-cTxbnUiA,-1,8
FvC3W9E6rXUYx-cTxbnUiA,0,2
FvC3W9E6rXUYx-cTxbnUiA,1,23
FyHlGfJwHvO_QyfkRV-bGQ,0,1
FyHlGfJwHvO_QyfkRV-bGQ,1,8
FySLcpQNaDK_wrKmZA02cw,-1,1
FySLcpQNaDK_wrKmZA02cw,1,13
FyTX0kl3D2VJ1jp1HRXALg,-1,8
FyTX0kl3D2VJ1jp1HRXALg,0,10
FyTX0kl3D2VJ1jp1HRXALg,1,82
FygWGVRGu9iBdoNU5f2rBw,-1,1
FygWGVRGu9iBdoNU5f2rBw,0,1
FygWGVRGu9iBdoNU5f2rBw,1,15
FykLjv4tIq618q8F2pvTKg,-1,52
FykLjv4tIq618q8F2pvTKg,0,35
FykLjv4tIq618q8F2pvTKg,1,99
Fyuotg1ShiQZLtV5Dmjakg,-1,6
Fyuotg1ShiQZLtV5Dmjakg,0,4
Fyuotg1ShiQZLtV5Dmjakg,1,12
G-0VVUUoNUKT3GrnjZnsaA,-1,14
G-0VVUUoNUKT3GrnjZnsaA,0,15
G-0VVUUoNUKT3GrnjZnsaA,1,53
G-5kEa6E6PD5fkBRuA7k9Q,-1,365
G-5kEa6E6PD5fkBRuA7k9Q,0,206
G-5kEa6E6PD5fkBRuA7k9Q,1,2026
G-cbWSrIddcCFUZqRdKvCA,-1,15
G-cbWSrIddcCFUZqRdKvCA,0,10
G-cbWSrIddcCFUZqRdKvCA,1,56
G2uVZcjBOdJTbG_XQLy-Gw,-1,1
G2uVZcjBOdJTbG_XQLy-Gw,1,10
G3rk0dDROzpDdTugsnSDTw,-1,12
G3rk0dDROzpDdTugsnSDTw,0,5
G3rk0dDROzpDdTugsnSDTw,1,37
G3u4eA85qY8t3LWtiU27qQ,-1,1
G3u4eA85qY8t3LWtiU27qQ,0,1
G3u4eA85qY8t3LWtiU27qQ,1,2
G54fcIaoI89tc6X285suRA,-1,8
G54fcIaoI89tc6X285suRA,0,4
G54fcIaoI89tc6X285suRA,1,29
G55C2JCteYQGnpCP6gMswg,-1,1
G55C2JCteYQGnpCP6gMswg,1,4
G58YATMKnn-M-RUDWg3lxw,-1,15
G58YATMKnn-M-RUDWg3lxw,0,17
G58YATMKnn-M-RUDWg3lxw,1,87
G5BQqtg1jSAgiUSAIg_5sA,-1,2
G5BQqtg1jSAgiUSAIg_5sA,1,2
G6BwYw_0_atLPTzI1uokIA,-1,105
G6BwYw_0_atLPTzI1uokIA,0,69
G6BwYw_0_atLPTzI1uokIA,1,456
G6PnUFDzF9vKJ2KHth0qUg,-1,2
G6PnUFDzF9vKJ2KHth0qUg,0,2
G6PnUFDzF9vKJ2KHth0qUg,1,7
G7FRxL25QFiuVxUeTmKXjQ,1,4
G9OOkWH5rLHN3DKNPMv1lg,-1,31
G9OOkWH5rLHN3DKNPMv1lg,0,14
G9OOkWH5rLHN3DKNPMv1lg,1,30
G9h56Qy5DudCqKBmbPWyzQ,-1,15
G9h56Qy5DudCqKBmbPWyzQ,0,5
G9h56Qy5DudCqKBmbPWyzQ,1,21
G9r8bucB5qq4kEflGukyTQ,-1,1
G9r8bucB5qq4kEflGukyTQ,0,3
G9r8bucB5qq4kEflGukyTQ,1,2
GCYoo69k-vI-KFF3rsFuTQ,-1,1
GCYoo69k-vI-KFF3rsFuTQ,0,1
GCYoo69k-vI-KFF3rsFuTQ,1,7
GCen6oV-_6PfMP_uKN-dZw,-1,1
GCen6oV-_6PfMP_uKN-dZw,0,1
GCen6oV-_6PfMP_uKN-dZw,1,19
GE0OgaPz42hvKuSLKo42WQ,-1,7
GE0OgaPz42hvKuSLKo42WQ,0,6
GE0OgaPz42hvKuSLKo42WQ,1,25
GEw0gKy93o1Jje2WxApL9g,0,1
GEw0gKy93o1Jje2WxApL9g,1,6
GH5bmoypXJ4EWdNW1Oqw_w,-1,3
GH5bmoypXJ4EWdNW1Oqw_w,0,5
GH5bmoypXJ4EWdNW1Oqw_w,1,44
GI-CAiZ_Gg3h21PwrANB4Q,-1,83
GI-CAiZ_Gg3h21PwrANB4Q,0,119
GI-CAiZ_Gg3h21PwrANB4Q,1,1146
GI1F8a__wktcfj6YVjTqAA,-1,7
GI1F8a__wktcfj6YVjTqAA,0,6
GI1F8a__wktcfj6YVjTqAA,1,97
GIvm7Uvr0hq1YzoBGtNnUg,-1,1
GIvm7Uvr0hq1YzoBGtNnUg,1,5
GJ_bXUPv672YwNg4TneJog,-1,273
GJ_bXUPv672YwNg4TneJog,0,191
GJ_bXUPv672YwNg4TneJog,1,1076
GKEl7LNGUqJiQWNQ0vpH8Q,-1,15
GKEl7LNGUqJiQWNQ0vpH8Q,0,13
GKEl7LNGUqJiQWNQ0vpH8Q,1,39
GKN6OdLqCCWx_8B1KaHL1Q,-1,9
GKN6OdLqCCWx_8B1KaHL1Q,0,5
GKN6OdLqCCWx_8B1KaHL1Q,1,17
GLKVAHzymmr3rjDp7vE1WQ,-1,5
GLKVAHzymmr3rjDp7vE1WQ,0,2
GLKVAHzymmr3rjDp7vE1WQ,1,7
GMefGnN17POrLde1PPBzNg,-1,10
GMefGnN17POrLde1PPBzNg,0,3
GMefGnN17POrLde1PPBzNg,1,26
GMrwDXRlAZU2zj5nH6l4vQ,-1,69
GMrwDXRlAZU2zj5nH6l4vQ,0,57
GMrwDXRlAZU2zj5nH6l4vQ,1,335
GOE85NOtCc5zmqOrzVGLXg,-1,6
GOE85NOtCc5zmqOrzVGLXg,0,3
GOE85NOtCc5zmqOrzVGLXg,1,5
GOUdhNxanANxxujCTLyCoQ,-1,10
GOUdhNxanANxxujCTLyCoQ,0,12
GOUdhNxanANxxujCTLyCoQ,1,44
GQSmxqRi_s9U9qd5gHLKAw,-1,15
GQSmxqRi_s9U9qd5gHLKAw,0,14
GQSmxqRi_s9U9qd5gHLKAw,1,123
GRLHdCXzmFCBbvvjRxXnrA,-1,1
GRLHdCXzmFCBbvvjRxXnrA,1,2
GRTKpAPV523YqJpD3g4VOg,-1,26
GRTKpAPV523YqJpD3g4VOg,0,11
GRTKpAPV523YqJpD3g4VOg,1,46
GRWIABHedj1m8DDoAuTIMg,-1,5
GRWIABHedj1m8DDoAuTIMg,0,3
GRWIABHedj1m8DDoAuTIMg,1,10
GRfq3L3500tXfEFwBK5RRQ,-1,6
GRfq3L3500tXfEFwBK5RRQ,0,3
GRfq3L3500tXfEFwBK5RRQ,1,17
GT9Hx_Na0vH3Na7ym9dp4A,-1,4
GT9Hx_Na0vH3Na7ym9dp4A,0,5
GT9Hx_Na0vH3Na7ym9dp4A,1,13
GTR39A2jwNIS_NV8q2r_JA,-1,114
GTR39A2jwNIS_NV8q2r_JA,0,70
GTR39A2jwNIS_NV8q2r_JA,1,585
GU0zNpgisY-pV3U2Sfdp6A,-1,20
GU0zNpgisY-pV3U2Sfdp6A,0,14
GU0zNpgisY-pV3U2Sfdp6A,1,126
GU7ww3eoGTcXAze8VJtC7g,-1,18
GU7ww3eoGTcXAze8VJtC7g,0,26
GU7ww3eoGTcXAze8VJtC7g,1,96
GUaPe4gw5KhihfPPqhtSIA,-1,48
GUaPe4gw5KhihfPPqhtSIA,0,15
GUaPe4gw5KhihfPPqhtSIA,1,83
GVnzZe_qGtfQWB8YtWTq1Q,-1,1
GVnzZe_qGtfQWB8YtWTq1Q,0,1
GVnzZe_qGtfQWB8YtWTq1Q,1,8
GWNmYFQw3WitfTPt5uGMvQ,-1,21
GWNmYFQw3WitfTPt5uGMvQ,0,12
GWNmYFQw3WitfTPt5uGMvQ,1,77
GXDRFAunLh0aRao6ERnM4A,-1,22
GXDRFAunLh0aRao6ERnM4A,0,19
GXDRFAunLh0aRao6ERnM4A,1,52
GZONBn0K1yp2aaD-l8debQ,-1,111
GZONBn0K1yp2aaD-l8debQ,0,66
GZONBn0K1yp2aaD-l8debQ,1,312
GaNI8cXPh2qLcRWEJBuXhA,-1,1
GaNI8cXPh2qLcRWEJBuXhA,1,3
Gaq3S9lmjXVcuDCZ8ulppw,-1,211
Gaq3S9lmjXVcuDCZ8ulppw,0,131
Gaq3S9lmjXVcuDCZ8ulppw,1,863
Gbj5eesDWGgjqhjDX-Rjjg,-1,2
Gbj5eesDWGgjqhjDX-Rjjg,0,2
Gbj5eesDWGgjqhjDX-Rjjg,1,2
GdmBrEHLmudD81Lvxawt9A,-1,4
GdmBrEHLmudD81Lvxawt9A,0,2
GdmBrEHLmudD81Lvxawt9A,1,3
GdnLwnezKcZwoP-fnVtPNg,-1,14
GdnLwnezKcZwoP-fnVtPNg,0,4
GdnLwnezKcZwoP-fnVtPNg,1,13
Gen0ei06dGq13OJ8DRXUjg,-1,49
Gen0ei06dGq13OJ8DRXUjg,0,60
Gen0ei06dGq13OJ8DRXUjg,1,270
Ggwz0AdNez0oRTGHCcHj9w,-1,2
Ggwz0AdNez0oRTGHCcHj9w,0,1
Gh1BoQNMGkh91pSHqvDRAA,-1,60
Gh1BoQNMGkh91pSHqvDRAA,0,51
Gh1BoQNMGkh91pSHqvDRAA,1,296
GjEbrETDJf0KPHQWvWkoqA,0,2
GjEbrETDJf0KPHQWvWkoqA,1,10
GjbF1ZEbIpC2KqUbZ7KQWQ,-1,20
GjbF1ZEbIpC2KqUbZ7KQWQ,0,14
GjbF1ZEbIpC2KqUbZ7KQWQ,1,61
GkY6UWWn0Fz2ehcuBp66pg,-1,15
GkY6UWWn0Fz2ehcuBp66pg,0,9
GkY6UWWn0Fz2ehcuBp66pg,1,68
Gk_KLfwb0GMgKDrP8_0kqg,-1,3
Gk_KLfwb0GMgKDrP8_0kqg,0,1
Gk_KLfwb0GMgKDrP8_0kqg,1,21
GkrElnysLT5iWSEbqcVkzg,-1,1
GkrElnysLT5iWSEbqcVkzg,0,3
GkrElnysLT5iWSEbqcVkzg,1,17
Gl1Gat-8W9wh8eydkslHJg,-1,2
Gl1Gat-8W9wh8eydkslHJg,0,2
Gl1Gat-8W9wh8eydkslHJg,1,14
GmGvbDABaGvcKe_jIDvq6w,-1,27
GmGvbDABaGvcKe_jIDvq6w,0,11
GmGvbDABaGvcKe_jIDvq6w,1,60
Go7A32yJ0eFXqE_-8Os7EQ,-1,3
Go7A32yJ0eFXqE_-8Os7EQ,0,1
Go7A32yJ0eFXqE_-8Os7EQ,1,7
GoOkCxPFM5i5lxHgFQMj1w,-1,20
GoOkCxPFM5i5lxHgFQMj1w,0,6
GoOkCxPFM5i5lxHgFQMj1w,1,31
Gp1NcYpvQpqjcY-RDC31Lw,-1,2
Gp1NcYpvQpqjcY-RDC31Lw,0,3
Gp1NcYpvQpqjcY-RDC31Lw,1,22
GpzQY2XLo5A35Cf8-Mjazg,-1,14
GpzQY2XLo5A35Cf8-Mjazg,0,17
GpzQY2XLo5A35Cf8-Mjazg,1,132
GqSA5t_OD1uxDZMwVLpoXA,-1,19
GqSA5t_OD1uxDZMwVLpoXA,0,21
GqSA5t_OD1uxDZMwVLpoXA,1,213
Grr2wJ3nYD_7qUyespDglA,-1,14
Grr2wJ3nYD_7qUyespDglA,0,20
Grr2wJ3nYD_7qUyespDglA,1,133
Gt-T8XbgbvFw5KeLpmnSLg,-1,25
Gt-T8XbgbvFw5KeLpmnSLg,0,13
Gt-T8XbgbvFw5KeLpmnSLg,1,42
Gt4z3AylNTsEPDkzkaC7HA,-1,218
Gt4z3AylNTsEPDkzkaC7HA,0,124
Gt4z3AylNTsEPDkzkaC7HA,1,558
GtE6tgTAYGtnxJohmpukRw,-1,2
GtE6tgTAYGtnxJohmpukRw,0,2
GtE6tgTAYGtnxJohmpukRw,1,9
GtHu9uGXpn7Jg_Z7vFKZKw,-1,6
GtHu9uGXpn7Jg_Z7vFKZKw,0,7
GtHu9uGXpn7Jg_Z7vFKZKw,1,27
Gue8TLhEYdHT9ulkblHEwg,-1,1
Gue8TLhEYdHT9ulkblHEwg,1,3
GuvbQ3bCMw6xfUfCQ8N1LA,0,3
GuvbQ3bCMw6xfUfCQ8N1LA,1,11
GwKFPfQA5kYcVSnPBpjtzg,-1,10
GwKFPfQA5kYcVSnPBpjtzg,0,7
GwKFPfQA5kYcVSnPBpjtzg,1,56
GxQGCl4hX6nbRdSYH9egEw,0,1
GxQGCl4hX6nbRdSYH9egEw,1,2
GxfgOFgUhv2rfr3FXVWfCg,-1,22
GxfgOFgUhv2rfr3FXVWfCg,0,23
GxfgOFgUhv2rfr3FXVWfCg,1,149
GxzEsd-81hVP6C2h6wMvBw,-1,16
GxzEsd-81hVP6C2h6wMvBw,0,17
GxzEsd-81hVP6C2h6wMvBw,1,81
Gyrez6K8f1AyR7dzW9fvAw,-1,65
Gyrez6K8f1AyR7dzW9fvAw,0,56
Gyrez6K8f1AyR7dzW9fvAw,1,335
GzF4lVSh61sayvwVMp8RmA,-1,4
GzF4lVSh61sayvwVMp8RmA,1,3
H-05-lRUJDUNDgYgaw7bXA,-1,50
H-05-lRUJDUNDgYgaw7bXA,0,22
H-05-lRUJDUNDgYgaw7bXA,1,52
H2NMmuys7fy5PcXW7lmKbw,-1,2
H2NMmuys7fy5PcXW7lmKbw,1,9
H3sjiaSQuqT9bfIkj-JMsg,1,4
H5M7VSequiTztXXdQLcEEQ,-1,19
H5M7VSequiTztXXdQLcEEQ,0,11
H5M7VSequiTztXXdQLcEEQ,1,17
H5Y6o9H4rtxbHJFgLqI6Fw,-1,49
H5Y6o9H4rtxbHJFgLqI6Fw,0,18
H5Y6o9H4rtxbHJFgLqI6Fw,1,101
H6DatYLpe0lYdYb37JpMyA,-1,8
