,address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy,negative_reviews,neutral_reviews,positive_reviews
38,5780 W Flamingo Rd,False,True,True,False,True,False,True,False,False,True,True,True,True,True,pHJu8tj3sI8eC5aIHLFEfQ,"Bars, Italian, Pizza, Event Planning & Services, Venues & Event Spaces, Nightlife, Cocktail Bars, Wine Bars, Restaurants",Las Vegas,11:0-23:0,11:0-22:0,16:0-23:0,16:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.1150515442,-115.220283569,Nora's Italian Cuisine,,89103,1412,4.0,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2 days 21:00:00.000000000,0.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,138.0,167.0,1108.0
39,2850 E Tropicana Ave,True,True,False,,True,,True,True,False,True,True,True,True,True,So132GP_uy3XbGs0KNyzyw,"Seafood, Pizza, Restaurants, Italian, Salad, American (New)",Las Vegas,17:0-5:0,17:0-5:0,17:0-5:0,17:0-5:0,17:0-5:0,0:0-5:0,17:0-5:0,36.1003398063,-115.111688145,Casa Di Amore,Eastside,89121,765,4.5,NV,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3 days 05:00:00.000000000,1.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,51.0,46.0,668.0
40,5190 S Valley View Blvd,,True,True,,True,,True,True,True,True,False,True,True,,z2VJoa0l_QGFhl7YqiES6g,"Restaurants, Italian, Internet Cafes, Food",Las Vegas,7:0-17:0,7:0-17:0,,,7:0-17:0,7:0-17:0,7:0-17:0,36.095691,-115.189211,Cafe Volare,,89118,29,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,,5.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,2.0,4.0,23.0
41,2001 N Rainbow Blvd,True,True,True,,True,,False,False,False,True,True,True,True,False,fpM-O9Ul62xizBq9YNO_tQ,"Restaurants, Italian",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.1981346604,-115.242432917,Romano's Macaroni Grill,,89108,193,3.0,NV,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,3 days 07:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,63.0,24.0,106.0
42,5715 S Pecos Rd,False,True,False,,True,,True,True,False,True,True,True,True,True,oJX6NTUC98eGAQX4Da097A,"Italian, Karaoke, Restaurants, Nightlife, Mediterranean",Las Vegas,11:0-21:0,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,36.0860009753,-115.10139238100001,Luciano Garden,Southeast,89120,13,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,1.0,1.0,11.0
43,3554 S Maryland Pkwy,True,True,True,False,True,True,True,False,False,True,True,True,True,True,WRbBmXMHmdWOkeGp21OoeA,"Italian, Pizza, Nightlife, Restaurants, Tapas/Small Plates, Bars",Las Vegas,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,36.1249939,-115.13609850000002,Mamma Olivia,Eastside,89169,85,4.0,NV,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,2 days 22:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,9.0,4.0,72.0
44,20 Rhodes Ranch Pkwy,True,True,,,True,,True,True,False,True,True,True,True,,5gZ4k_mdDOcEmCG4wHVH-g,"Salad, Burgers, American (Traditional), Restaurants, Italian",Las Vegas,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,36.042985,-115.288938,Rhodes Ranch Club House Restaurant,Southwest,89148,11,2.5,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4 days 05:30:00.000000000,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,2.0,0.0,9.0
45,8410 W Desert Inn Rd,,True,True,,True,,True,False,True,True,True,False,True,True,aJK0MWXKgXIgQUCM9fqSJQ,"Restaurants, Pizza, Italian",Las Vegas,11:0-22:30,11:0-21:30,11:0-22:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,36.1297818,-115.2746743,The Original Graziano's Pizza Restaurant,Westside,89117,69,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,3 days 03:30:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,8.0,11.0,50.0
46,1000 N Main St,True,True,True,,True,,True,False,True,True,True,True,True,True,yd0g-FRSAdP9YKm7Z8-uUw,"Restaurants, Italian",Las Vegas,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,36.1817194,-115.1394247,La Piazza,,89101,50,3.5,NV,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,4 days 23:00:00.000000000,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,13.0,5.0,32.0
47,"5821 E Charleston Blvd, Ste 217",True,True,True,,True,,True,False,True,True,True,True,True,True,rS3KdecMS-EF4H3VtmkxBw,"Italian, Pizza, Restaurants",Las Vegas,10:0-3:0,10:0-2:0,10:0-3:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,36.1580822694,-115.047082886,Angelina's Pizzeria - Charleston,Sunrise,89142,133,2.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,4 days 18:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,60.0,21.0,51.0
48,5875 S Rainbow Blvd,,,,,,,,,,,,True,,,BX-bp0raoO-V1phG66Q9SA,"Restaurants, Italian",Las Vegas,,,,,,,,36.0816179,-115.24300890000002,Aroma Garden Cafe,Spring Valley,89136,3,4.0,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,0.0,2.0
49,2400 W Sahara Ave,True,True,True,,True,True,False,False,False,True,True,True,True,False,LZSyWy4IHgXg6QhW2jrBlw,"Italian, Nightlife, Restaurants, Bars, Wine Bars",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.144605,-115.174916,Romano's Macaroni Grill,,89102,131,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 07:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,35.0,22.0,74.0
50,820 S 4th St,True,True,False,,True,,False,False,False,True,True,True,True,False,MNaPOkqm2vKeNG8EqkZWCg,"Italian, Seafood, Restaurants, Sandwiches",Las Vegas,11:0-22:0,,17:0-22:0,,11:0-22:0,11:0-22:0,11:0-22:0,36.1609794,-115.1478447,Chicago Joe's,Downtown,89101,385,3.5,NV,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,51.0,55.0,279.0
51,"4950 S Rainbow Blvd, Ste 100",True,True,True,,False,,True,True,False,True,True,True,True,True,rZwq4LBO0p9m9zJ2zSEKNQ,"American (New), Tapas Bars, Restaurants, Asian Fusion, American (Traditional), Food, Italian, Beer, Wine & Spirits, Seafood",Las Vegas,16:0-21:0,16:0-21:0,16:0-21:0,10:0-15:0,16:0-21:0,16:0-21:0,16:0-21:0,36.0987050926,-115.242483651,Elements Fine Casual Dining & Cocktails,Spring Valley,89118,200,4.0,NV,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1 days 11:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,16.0,17.0,167.0
52,4455 W Flamingo Rd,True,True,True,,True,,False,True,False,True,True,True,True,True,FqXwm6UpihHY7Ha-pr4y6Q,"Restaurants, Italian, Food",Las Vegas,11:30-22:0,11:30-22:0,12:0-22:0,12:0-22:0,11:30-22:0,11:30-22:0,11:30-22:0,36.11478889999999,-115.2015722,Pasta Mia West,,89103,252,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 00:30:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,43.0,25.0,184.0
53,7121 W Craig Rd,False,True,True,,True,,True,False,True,True,False,False,True,True,DZwXQUa5KGUcJ0y4TO1pFQ,"Italian, Pizza, Restaurants, Food",Las Vegas,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,36.240299,-115.2499187,Brother's Italian Bistro,Northwest,89129,94,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,3 days 12:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,35.0,9.0,50.0
54,"6375 S Rainbow Blvd, Ste 100",True,True,True,,True,,True,False,False,True,False,True,True,,F4VS-6xnpDoNBRGPoLrtjA,"Restaurants, Italian, Pizza",Las Vegas,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,36.0727196017,-115.24330354799999,Novecento Pizzeria,Spring Valley,89118,49,4.0,NV,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3 days 08:30:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,4.0,6.0,39.0
55,"765 N Nellis Blvd, Ste 10",True,True,True,,True,,True,False,True,True,False,False,True,,VfxlkvZQkLr9tu_w1SU_iw,"Cheesesteaks, Italian, Restaurants, Pizza",Las Vegas,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,36.177036524,-115.06388221600001,Napoli Pizza,Sunrise,89110,143,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,3 days 19:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,61.0,14.0,68.0
56,"Palazzo Waterfall Atrium, 3325 S Las Vegas Boulevard",False,True,False,,True,,False,False,False,False,False,False,True,True,HnbkGxUs7oWKYDeB-Pk82Q,"Food, Cafes, Italian, Desserts, Restaurants, Coffee & Tea",Las Vegas,6:0-1:0,6:0-0:0,6:0-1:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,36.1234783899,-115.168578008,Espressamente illy,The Strip,89109,389,3.5,NV,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,5 days 08:00:00.000000000,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,83.0,63.0,243.0
57,"1775 E Tropicana Ave, Ste 29",,True,True,,True,,False,False,False,True,True,True,True,True,PZ-LZzSlhSe9utkQYU8pFg,"Italian, Restaurants",Las Vegas,,,,,,,,36.10001629999999,-115.1285285,Carluccio's Tivoli Gardens,Eastside,89119,40,4.0,NV,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,3.0,3.0,34.0
58,"6510 Boulder Hwy, Bldg F, Suite 102",False,True,False,,True,,False,False,True,True,False,False,True,False,Nw_-4DFjYK6BDG0CwNwSvQ,"Italian, Restaurants, Pizza",Las Vegas,10:30-0:0,10:30-23:0,10:30-0:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,36.0832757188,-115.032299456,Pizza Hut,Southeast,89122,35,2.0,NV,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3 days 17:30:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,18.0,2.0,15.0
59,"3790 Las Vegas Blvd, Ste 13",False,True,False,,True,,False,False,False,True,True,True,True,True,Lau3N654yNyWdIIybea1uA,"Italian, Seafood, Pizza, Restaurants",Las Vegas,7:30-1:0,7:30-0:0,7:30-1:0,7:30-0:0,7:30-23:0,7:30-0:0,7:30-0:0,36.102269,-115.174664,Il Fornaio,The Strip,89109,573,3.5,NV,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,4 days 20:30:00.000000000,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,108.0,73.0,394.0
60,"7660 W Cheyenne Ave, Ste 122",,True,True,,True,,,True,True,True,,True,True,True,HiCNLB9cCWVHnbzHeN2daA,"Italian, Pizza, Restaurants",Las Vegas,11:0-21:0,11:0-21:0,14:0-0:0,14:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,36.2184533,-115.2627104,Aurelio's Pizza,Northwest,89129,18,3.5,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2 days 22:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,5.0,4.0,9.0
61,5601 N Tenaya Way,False,True,True,,True,,True,False,True,True,True,True,True,True,EsVVTcYO9DhSK2oxakctjw,"Restaurants, Pizza, Italian",Las Vegas,11:0-21:0,,11:0-21:0,12:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,36.2636158,-115.2513918,Amano,Northwest,89130,83,4.5,NV,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,3.0,10.0,70.0
62,"8975 W Charleston Blvd, Ste 140",True,True,True,,True,,False,True,True,True,False,False,True,True,FYRVCh_ctzqY1Yj_6hDk7A,"Italian, Vegan, Restaurants, Gluten-Free",Las Vegas,11:0-22:0,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,36.157660013400005,-115.290716961,Mac Shack,Westside,89117,263,3.5,NV,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 00:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,41.0,36.0,187.0
63,206 N 3rd St,True,True,,False,,True,True,True,,True,,,,,bz69msmKwRjWQzN-XwyV6Q,"Restaurants, Event Planning & Services, Nightlife, Bars, Italian, Venues & Event Spaces, Lounges",Las Vegas,17:0-1:0,,17:0-1:0,,,,,36.1721441559,-115.141413094,Mob Bar,Downtown,89101,83,4.0,NV,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,,0.0,0.0,0.0,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,5.0,8.0,70.0
64,3250 N Tenaya Way,,True,,,True,,,False,True,True,True,True,True,True,rrCwnfPc_Z-fCdtpyMUWIQ,"Restaurants, Italian, Pizza",Las Vegas,11:0-22:0,11:0-21:0,11:0-22:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,36.219859,-115.250331,Gallo's Pizza Kitchen,Northwest,89129,12,3.5,NV,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2 days 23:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1.0,1.0,10.0
65,5675 W Sahara Ave,True,True,False,,False,,True,False,False,True,True,True,True,True,q3dJQtwZQrrurNT-1bNKgQ,"Restaurants, Italian",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.143974,-115.219248,Capo's Italian Cuisine,Westside,89146,1247,4.0,NV,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3 days 07:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,115.0,77.0,1057.0
66,"1181 S Buffalo Dr, Ste 115",True,True,True,,True,,False,False,True,True,False,False,True,True,OUP9dy2eu_-2Mga3DpSFfQ,"Pizza, Italian, Delis, Restaurants",Las Vegas,10:0-21:0,10:0-21:0,10:0-21:0,10:0-20:0,10:0-21:0,10:0-21:0,10:0-21:0,36.15732020000001,-115.2628752,Rocco's,Westside,89117,249,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 04:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,31.0,21.0,197.0
67,7790 W Cheyenne Ave,True,True,True,,False,,True,False,True,True,False,True,True,,KkgnBZj3jRVjCY2H49JRaw,"Restaurants, Sandwiches, Pizza, Wraps, Burgers, Salad, Italian",Las Vegas,10:0-4:0,10:0-2:0,10:0-4:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,36.2187557,-115.2645422,Angelina's Pizzeria - Cheyenne,Northwest,89129,116,3.0,NV,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,4 days 20:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,43.0,14.0,59.0
68,"3619 Las Vegas Blvd S, Ste 200",True,True,True,,True,,True,True,False,True,False,True,True,True,lwxYmWqjmEZ0ukCsXC9Pfg,"Salad, Restaurants, Italian, Pizza",Las Vegas,11:0-2:0,11:0-1:0,11:0-2:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,36.1140191924,-115.17200781700001,Giordanos - Las Vegas,The Strip,89109,762,4.0,NV,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,4 days 04:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,131.0,98.0,533.0
69,4023 S Maryland Pkwy,True,True,True,,True,,False,False,True,True,False,True,True,True,EbSX56Nddv-AcYlt58m0kg,"Italian, Burgers, Restaurants, Pizza",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1161328,-115.1378447,Cafe Verdi,Eastside,89119,105,2.0,NV,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,56.0,17.0,32.0
70,610 E Naples Dr,True,True,True,,True,,True,False,True,True,False,True,True,True,SWA4f1pfpWLIVTxWnsCM4g,"Restaurants, Food, Pizza, Food Delivery Services, Italian",Las Vegas,18:0-4:0,18:0-2:0,18:0-4:0,18:0-2:0,18:0-2:0,18:0-2:0,18:0-2:0,36.106012,-115.1503197,BIG8 Pizza,Eastside,89119,7,4.5,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2 days 12:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0.0,2.0,5.0
71,"7501 W Lake Mead Blvd, Ste 120",True,True,True,False,False,True,True,True,False,True,True,True,True,True,eJCDUkFa7wl-BHYKZzaTMQ,"Restaurants, Wine Bars, Italian, Nightlife, Bars",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.19518,-115.2573615,Grape Street,,89128,277,3.5,NV,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3 days 07:00:00.000000000,0.0,5.0,2.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,30.0,25.0,221.0
72,"5135 S Fort Apache, Ste #35",True,True,True,,True,,True,False,True,True,True,True,True,True,QnfAHUr5-HTiaA5-va3glQ,"Pizza, Italian, Sandwiches, Restaurants",Las Vegas,11:0-22:0,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,36.0950052,-115.29815829999998,Streets of New York,Spring Valley,89148,223,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 00:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,33.0,30.0,161.0
73,6565 S Fort Apache Rd,False,True,True,,True,,True,True,True,True,False,True,True,True,60uVlCUiLJvq3xNo_3bhQQ,"Pizza, Italian, Food Delivery Services, Soup, Food, Restaurants, Salad",Las Vegas,11:0-22:0,11:0-22:0,11:0-22:0,12:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,36.0690513,-115.2987628,Carmine's Pizza Kitchen,Spring Valley,89148,180,4.5,NV,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,3 days 03:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,21.0,16.0,143.0
74,2300 Paseo Verde Pkwy,True,True,False,False,True,True,True,True,False,True,True,True,False,True,YILyHegzhy1vlc_LNVfObw,"Event Planning & Services, Restaurants, Venues & Event Spaces, Bars, Nightlife, Italian, Wine Bars",Las Vegas,17:0-22:0,17:0-22:0,17:0-22:0,10:0-15:0,17:0-22:0,17:0-22:0,17:0-22:0,36.02026400000001,-115.088561,Bottiglia Cucina & Enoteca,Anthem,89052,463,4.0,NV,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,1 days 11:00:00.000000000,0.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,33.0,28.0,402.0
75,"6010 W Craig Rd, Ste 150",True,True,True,,True,,True,True,True,True,False,True,True,,0mnnlFCploePlnEaddw63g,"Restaurants, Salad, Italian, Pizza",Las Vegas,11:0-22:0,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,36.2396728,-115.2259534,Aurelio's Pizza,Northwest,89130,34,3.5,NV,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3 days 00:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,7.0,3.0,24.0
76,1955 E Tropicana Ave,True,True,False,,,,True,False,False,,True,True,True,True,gYBnDrFYK375skI4XeeiEQ,"Tapas/Small Plates, Restaurants, Spanish, Italian",Las Vegas,14:0-2:0,14:0-1:0,14:0-2:0,14:0-1:0,14:0-1:0,14:0-1:0,14:0-1:0,36.1004031,-115.1263806,Casanova Bites,Eastside,89119,3,4.5,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3 days 07:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,3.0
77,"4275 N Rancho Dr, Ste 130",True,True,True,,True,,True,True,False,True,True,True,True,True,h3pMMRwqBjMeMtk0_qQzRQ,"Italian, Restaurants",Las Vegas,11:0-22:0,11:0-21:0,11:0-22:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,36.2371316,-115.2311905,Mezzo Bistro and Wine,Northwest,89130,477,4.0,NV,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3 days 03:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,60.0,38.0,378.0
