address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
1352 St Clair Avenue W,True,True,True,,True,,False,True,True,True,True,True,True,True,W8Rv62fsDCbDp0L-Vl1NFg,"Restaurants, Italian, Pizza",Toronto,12:0-23:0,,12:0-23:0,16:0-22:0,12:0-22:0,16:0-22:0,16:0-22:0,43.6768656,-79.4492976,Frank's Pizza House Restaurant,Corso Italia,M6E 1C4,75,3.5,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
746 Queen Street W,True,True,False,,False,,False,False,True,True,True,True,True,True,KBQcNy9k9G8_a5WtrVGH8w,"Restaurants, Italian",Toronto,11:0-23:30,11:0-23:30,17:0-23:30,17:0-22:30,11:0-23:30,11:0-23:30,11:0-23:30,43.6462375,-79.4101836,One Of A Kind,Trinity Bellwoods,M6J 1E9,35,3.0,ON,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,3 days 02:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1154 St Clair Ave W,True,True,,,True,,True,True,False,True,False,True,True,,1Z9rGyR3Ld2mtnOTE4pNcg,"Italian, Pizza, Restaurants",Toronto,11:0-4:0,11:0-0:0,11:0-4:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,43.6782843,-79.4424619,Big Slice Restaurant,,M6E 1B3,51,3.0,ON,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,4 days 03:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
151 Front Street W,,True,,,True,,True,False,False,True,True,True,True,True,v9jNkOIBfP4aW2ru50Rn-A,"Restaurants, Italian",Toronto,,,,,,,,43.6447469229,-79.3846135184,East Side Mario's,Downtown Core,M5J 2N1,24,2.5,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
6 Scollard Street,False,True,True,,True,,True,True,True,True,False,True,True,True,p1ohbPwI1QfjHQ2zRup5OA,"Restaurants, Pizza, Desserts, Coffee & Tea, Cafes, Italian, Food",Toronto,9:30-21:30,9:30-21:30,9:30-21:30,9:30-21:30,9:30-21:30,9:30-21:30,9:30-21:30,43.6726242,-79.3885437,Caffe Di Portici,Yorkville,M5R 1E9,72,4.0,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,3 days 12:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
832 Bay Street,True,True,False,False,False,False,True,True,False,True,True,True,True,True,G3rk0dDROzpDdTugsnSDTw,"Restaurants, Wine Bars, Bars, Nightlife, Pizza, Italian",Toronto,11:0-0:0,11:0-23:0,10:0-23:0,10:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,43.6617048,-79.3862897,Via Vai Pizzeria & Wine Bar,Discovery District,M5S 1Z6,54,3.0,ON,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,3 days 15:00:00.000000000,0.0,5.0,2.0,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1588 Dundas Street W,True,True,True,,False,,False,False,False,True,True,True,False,,JG26f5Ppxvmz1EP6nh2WkQ,"Restaurants, Italian, Cafes",Toronto,17:0-23:0,,9:0-23:0,,17:0-23:0,17:0-23:0,17:0-23:0,43.6499595,-79.4347325,Cafe Bar Pasta,Brockton Village,M6K 1T8,24,4.0,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
2312 Lakeshore Boulevard W,True,,False,,True,,False,True,False,True,True,True,True,,JknT98CaJAfBPg6cxBn3iw,"Pizza, Restaurants, Italian",Toronto,16:0-23:0,16:0-22:0,11:0-23:0,11:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,43.6176647,-79.4871532,Pizzeria Oro di Napoli,Etobicoke,M8V 1B5,29,4.5,ON,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,2 days 06:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
54 The Esplanade,True,True,True,,True,,True,True,False,True,True,True,True,True,hlrZHM4D48XiQtXh6cRg_w,"Restaurants, Italian",Toronto,11:30-23:0,11:30-22:0,11:30-23:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,43.6469106,-79.3743409,The Old Spaghetti Factory,St. Lawrence,M5E 1A6,263,3.0,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,3 days 03:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
488 Cosburn Avenue,True,True,,,False,,False,True,False,True,True,True,True,True,l7bLPv5G6JwOySt8Wo7xkg,"Italian, Restaurants",Toronto,,,,,,,,43.69306,-79.333599,Paul's Spaghetti,East York,M4J 2N5,35,4.0,ON,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
2899 Dufferin Street,False,True,True,,True,,False,True,True,True,True,True,True,False,IN8BHY7zkhjUxUh4qnbrHg,"Caterers, Event Planning & Services, Italian, Pizza, Restaurants",Toronto,11:30-22:0,11:30-22:0,11:30-22:0,16:0-22:0,11:30-22:0,11:30-22:0,11:30-22:0,43.7083419,-79.4530944,Camarra's Pizzeria & Restaurant,,M6B 3S7,19,3.0,ON,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,2 days 21:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
55 St. Clair Avenue W,True,True,True,True,True,False,True,True,True,True,True,True,True,True,q0Yj68PIi5ebK5Foycs-HA,"Italian, Nightlife, Restaurants, Bars",Toronto,11:0-21:0,11:0-21:0,,,11:0-21:0,11:0-21:0,11:0-21:0,43.6864123,-79.4000493,La Stella Restaurant and Bar,Yonge and St. Clair,M4V 2Y7,5,3.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,,0.0,5.0,,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1923 Queen St E,,True,,,True,,,False,True,True,,True,True,True,Qf7x_9ATlcm-thjdxOWJ4A,"Pizza, Italian, Restaurants",Toronto,12:0-23:0,12:0-22:0,12:0-23:0,,12:0-22:0,12:0-22:0,12:0-22:0,43.6691396,-79.3039884,Viccino Pizzeria,The Beach,M4L 1H3,12,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
3220 Yonge Street,True,True,,,True,,True,True,,False,False,False,True,,V4Ml-Urzen74dieQD-QeKw,"Italian, Restaurants, Sandwiches",Toronto,,,,,,,,43.7287692,-79.4035455,Ciccio Sanwiccio,,M4N 2L2,16,4.0,ON,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
160 McCaul Street,True,True,,,True,,False,True,True,True,True,True,True,False,5D2lHX9z-psWbH5Dm0aZxQ,"Food, Coffee & Tea, Restaurants, Italian",Toronto,9:0-17:0,9:0-17:0,11:0-17:0,,9:0-17:0,9:0-17:0,9:0-17:0,43.655572,-79.3921693,Mangiacake Ristorante & Catering,Downtown Core,M5T 1W4,9,3.5,ON,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,,0.0,0.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
37 Blue Jays Way,True,True,True,,True,,True,True,True,True,True,True,True,True,E9b73ETPw0VYUJ2_YSJJdQ,"Pizza, Italian, Restaurants, Breakfast & Brunch",Toronto,6:0-4:0,6:0-4:0,6:0-4:0,6:0-4:0,6:0-4:0,6:0-4:0,6:0-4:0,43.6450877,-79.391932,Pizza Rustica,Entertainment District,M5V 9G9,173,2.5,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,6 days 10:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
791 King Street W,,True,,,False,,False,True,False,True,True,True,True,True,Zuwzb89m5JfOGyPgknSbCQ,"Italian, Restaurants",Toronto,,,,,,,,43.6429425,-79.4067972,Cafe Cinquecento,Niagara,M5V 1N4,10,3.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
"2899 Steeles Avenue W, Unit 12",False,,True,,True,,True,False,False,False,,True,True,,C-1vkiwcWIuWCNYhwDLCow,"Restaurants, Italian",Toronto,,,,,,,,43.7818512,-79.4917372,Sandra's Italian Kitchen,,M3J 3A1,8,4.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
692 Yonge St,,True,,,,,,False,True,,,True,True,,An5srxEwSWXdm0AvlYMLCQ,"Italian, Restaurants",Toronto,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:30,11:0-22:30,,43.6676333,-79.3858624,Arrabiata Trattoria,Downtown Core,M4Y 2A6,3,3.5,ON,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
596 College St,,True,,,,,,True,,True,False,True,,True,oPDpXdT4CyldMoEbRiHtZQ,"Italian, Restaurants",Toronto,12:0-3:0,,12:0-3:0,,17:0-3:0,17:0-1:0,17:0-1:0,43.6552822,-79.4141434,Mattino,Little Italy,M6G,3,1.5,ON,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1610 Queen Street E,,True,,,True,,,False,False,True,,True,True,True,dZNA2tF7kXo7urqKytVHhQ,"Restaurants, Italian",Toronto,16:30-22:30,16:30-22:30,9:30-22:30,9:30-22:30,16:30-22:30,16:30-22:30,16:30-22:30,43.6663526,-79.3168437,Pertino Restaurant,Leslieville,M4L 1G2,6,2.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2 days 08:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
75 Yorkville Avenue,True,True,True,,False,,False,True,True,True,True,True,True,False,VA95qAV2PRH9gtTi2Vfv4Q,"Food, Pizza, Coffee & Tea, Italian, Salad, Restaurants",Toronto,11:30-23:0,11:30-22:0,11:30-23:0,12:0-22:0,11:30-23:0,11:30-22:0,11:30-22:0,43.6710199,-79.3910854,Trattoria Nervosa,Yorkville,M5R 1B8,262,3.5,ON,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,3 days 04:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
522 King Street W,,True,,,False,,False,False,False,True,True,True,True,,slguVsd_fIXyTkYQXNmANw,"Restaurants, Breakfast & Brunch, Grocery, Italian, Food",Toronto,,,,,,,,43.645304,-79.3976214,Alimento,,M5V 1L7,22,4.0,ON,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
207 Queens Quay W,,True,,,True,,True,True,False,True,True,True,False,True,UcUEUd7a-vnHk14HcVgpDg,"Restaurants, Italian",Toronto,,,,,,,,43.6392865,-79.3808801,Il Fornello Restaurant,Harbourfront,M5J 1A7,19,3.5,ON,,,,,,,,,False,False,True,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1406 Yonge St,True,True,,,False,,False,False,False,True,True,True,True,,5RzR64HqnLRHo-MpZ129mQ,"Restaurants, Italian",Toronto,11:30-22:0,11:30-22:0,11:30-22:30,17:0-21:0,11:30-22:0,11:30-22:0,11:30-22:0,43.6867341,-79.3937883,Nove Trattoria,Yonge and St. Clair,M4T 1Y5,40,4.0,ON,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,2 days 19:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
3186 Yonge Street,False,True,,,True,,False,False,False,True,True,True,True,,lsfFzCl7SXgoq8N5NjbvZA,"Restaurants, Italian",Toronto,17:30-21:30,17:30-21:0,17:30-22:0,17:30-20:30,17:30-21:0,17:30-21:0,17:30-21:0,43.727844,-79.4031035,Parmigiano Trattoria,,M4N 2L1,25,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 01:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1008 Queen Street E,,True,,,True,,False,True,False,False,False,False,True,True,d8LRNKz3_Cc5MlEQGWZ5Ag,"Italian, Restaurants, Delis",Toronto,,,,,,,,43.6613875,-79.3391867,Upper Crust,Leslieville,M4M 1K1,13,3.0,ON,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
294 Richmond Street E,True,True,True,,True,,False,False,False,False,False,True,True,True,C4sVRSWeWuXo0OtnXewsjQ,"Restaurants, Pizza, Italian",Toronto,9:0-21:0,9:0-21:0,10:0-16:0,,9:0-21:0,9:0-21:0,9:0-21:0,43.653381,-79.3691186,Fusaro's,Corktown,M5A 4S7,70,4.0,ON,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,,0.0,5.0,,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1094 Yonge Street,True,True,,,True,,,True,False,False,False,True,True,,o1Y1JV8khAMD3yMUZymr5g,"Coffee & Tea, Pizza, Sandwiches, Italian, Food, Restaurants, Breakfast & Brunch",Toronto,8:0-16:0,8:0-16:0,8:0-16:0,9:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,43.6783506,-79.3901116,Doria,Summer Hill,M4W 2L6,8,3.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2 days 07:00:00.000000000,5.0,0.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
54 Fraser Avenue,True,,,,True,,False,True,False,False,True,True,True,,wpbKGlRAc41Oxh7qFXqO1A,"Restaurants, Italian",Toronto,11:30-23:0,11:0-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:0-23:0,43.636522737,-79.4236929348,Bugigattolo,Liberty Village,M6K 1Y6,24,4.0,ON,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3 days 09:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
794 Saint Clair Avenue W,True,,,,False,,True,False,False,True,True,,True,,LFxMt7Oi0vdsmZ3h_UBV-g,"Italian, Restaurants",Toronto,12:0-23:0,12:0-22:0,12:0-23:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,43.6810110637,-79.4297991693,Nodo Restaurant,,M6C 1B6,28,4.0,ON,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,3 days 00:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
554 Parliament Street,,True,,,True,,,True,,True,,,,,WoiF62tItSFtgO6gLrj_Hg,"Restaurants, Gluten-Free, Italian, Irish",Toronto,16:30-2:0,16:30-1:0,11:0-2:0,11:0-1:0,16:30-2:0,16:30-1:0,16:30-1:30,43.6669665,-79.3690648,Caroline's,Cabbagetown,M4X 1P7,6,1.5,ON,,,,,,,,,,,,,,,False,False,False,False,False,3 days 02:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
"98 Island Road, Unit C",False,True,,,True,,True,True,False,True,True,True,True,,VutzmcU-hZt_WfgMkEuiFA,"Italian, Restaurants",Toronto,11:30-22:0,11:30-21:0,11:30-22:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,43.7984458,-79.1395293,Pasta Tutti Giorni,Scarborough,M1C 3P2,13,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2 days 20:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
307 Danforth Avenue E,True,True,True,,True,,False,True,False,True,True,True,True,True,S2eGygYWQB2yyb3-neKTlw,"Italian, Restaurants, Tapas Bars",Toronto,17:0-23:0,,17:0-23:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-23:0,43.6769587,-79.3538463,7 Numbers Danforth,Riverdale,M4K 1N7,87,3.5,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
140 Cumberland St,True,True,False,,False,,True,True,False,True,True,True,True,True,js9rQZAlA5rr7oSBRRcCDw,"Restaurants, Italian",Toronto,12:0-0:0,12:0-23:0,12:0-0:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-23:0,43.6700945,-79.3926771,Dimmi Bar & Trattoria,Yorkville,M5R 1A8,164,3.5,ON,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,3 days 06:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
106 Victoria St,True,True,False,,False,,False,False,False,True,True,True,True,True,VBcmyBxAPcpzbbnPbFfttA,"Italian, Restaurants",Toronto,,,,,,,,43.6521997,-79.3781549,La Bettola di Terroni,Downtown Core,M5C 2B4,121,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
147 Spadina Avenue,True,True,True,,True,,False,True,False,True,False,True,True,True,sKrt4CMGyG8YAjxVkk4hPQ,"Restaurants, Pizza, Italian",Toronto,9:0-21:0,9:0-21:0,11:0-21:30,,9:0-21:0,9:0-21:0,9:0-21:0,43.6481372,-79.3956847,Fusaro's Kitchen,Entertainment District,M5V 2L7,110,4.0,ON,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,,0.0,5.0,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
138 Avenue Road,True,True,,,True,,False,False,False,True,True,True,True,True,6Toez65egZSMV1iohQWGIQ,"Brasseries, Breakfast & Brunch, Italian, Restaurants, Mediterranean, Canadian (New), Comfort Food",Toronto,11:30-22:0,11:30-21:0,10:0-22:0,10:0-21:0,11:30-21:30,11:30-21:0,11:30-21:0,43.6744252,-79.3965417,Cantine Bar & Grill,The Annex,M5R 2H6,25,3.5,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,3 days 00:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
646 Queen Street W,True,True,True,,True,,True,False,True,True,True,True,True,,6DWFVwgm3d9jfBUOkJuANQ,"Restaurants, Do-It-Yourself Food, Food, Italian, Pizza",Toronto,,,,,,,,43.6467407,-79.4063241,Enzo,Niagara,M6J 1E4,15,4.0,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1351 St Clair Avenue W,True,True,True,,True,,True,True,False,True,True,True,True,False,a-Mo7Ipu_c5y21mmg0-F7g,"Food, Italian, Restaurants",Toronto,12:0-23:0,12:0-22:30,12:0-23:0,12:0-22:30,12:0-23:0,12:0-22:30,12:0-22:30,43.676092,-79.4507311,Agio,,M6E 1C5,140,4.5,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,3 days 03:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
320 Queen Street E,False,,True,,True,,True,True,True,True,True,True,True,,WlINkrwGmUzyR-hoG-pIlw,"Bars, Pizza, Italian, Restaurants, Breakfast & Brunch, Wine Bars, Nightlife",Toronto,11:0-2:0,11:0-23:0,16:0-2:0,16:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,43.6555457,-79.3652656,Basso Pizzeria,Corktown,M5A 1S8,25,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3 days 07:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
4 Temperance Street,True,True,True,,True,,False,True,True,False,False,False,True,,x6PA-2j7LpZAYFo2VojmQQ,"Fish & Chips, Italian, Seafood, Restaurants, Sandwiches",Toronto,8:0-20:0,8:0-20:0,11:0-20:0,,8:0-20:0,8:0-20:0,8:0-20:0,43.6510992,-79.3791616,Little Fin,Downtown Core,M5H 1Y4,151,3.5,ON,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,,5.0,0.0,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
2024 Queen Street E,,True,,,True,,False,True,False,True,True,True,True,,fmgGNZyZfeCU8fug5LnpjQ,"Restaurants, Italian",Toronto,,,,,,,,43.6705682,-79.2987658,Il Fornello,The Beach,M4L 1J4,15,2.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
400 Eastern Avenue,True,True,True,,True,,True,False,False,True,True,True,True,,x4mhAhgIVUd205iXMoyzCQ,"Restaurants, Italian",Toronto,,,,,,,,43.6569902,-79.3453575,Tommaso's Trattoria,Riverdale,M4M 1B9,46,4.0,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
471 Yonge Street,,True,True,,True,,False,False,True,False,False,False,True,,D9LMDxJTbMIP5drSgWp1SQ,"Italian, Chicken Wings, Restaurants, Pizza",Toronto,11:0-3:0,11:0-2:0,11:0-3:0,11:0-2:0,11:0-3:0,11:0-2:0,11:0-2:0,43.6618689,-79.3830445,Pizza Pizza,Church-Wellesley Village,M4Y 1A1,14,2.5,ON,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,4 days 12:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
712 College Street,True,True,False,,,,,,,,,,True,True,im8sxT2V-drSvxP17qdb2A,"Restaurants, Italian, Ice Cream & Frozen Yogurt, Food",Toronto,9:0-2:0,9:0-1:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-1:0,9:0-1:0,43.6553573,-79.4185968,Sicilian Sidewalk Cafe,Bickford Park,M6G 1C3,64,3.5,ON,,,,,,,,,,,,,,,False,True,False,False,False,4 days 20:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1856 Queen St E,,True,,,True,,,True,,,False,True,True,,CnHMPB1BZL7Nx2OyCsSAVQ,"Restaurants, Italian",Toronto,,,,,,,,43.6684274,-79.3072943,Harvest Cafe & Fine Foods,The Beach,M4L,4,3.0,ON,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
31 Trinity Street,True,True,True,True,True,,False,True,False,True,True,True,False,True,apHPFnDUIaZM7uZoB9DXfw,"Desserts, Food, Beer Bar, Italian, Restaurants, Nightlife, Bars",Toronto,12:0-21:0,12:0-20:0,12:0-21:0,12:0-20:0,12:0-21:0,12:0-20:0,12:0-20:0,43.6506799169,-79.3595257288,Archeo,Distillery District,M5A 3C4,62,3.5,ON,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,2 days 11:00:00.000000000,0.0,2.0,2.0,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False
