address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
202 17 Avenue SE,True,True,True,,False,,True,True,True,True,True,True,True,False,TDDwbLjGAiZuOCkk4L5ViQ,"Restaurants, Gluten-Free, Chicken Wings, American (Traditional)",Calgary,12.0,10.0,12.0,10.0,11.0,10.0,10.0,51.0379165,-114.0609344,Ed's Restaurant,,T2G 1H4,11,2.5,AB,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,75.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
4515 25th St SE,True,True,,,True,,,,False,True,True,,True,,kbYUkCMetQ5YHPrABu4-Yg,"Food, Breakfast & Brunch, American (Traditional), Diners, Restaurants",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0143369547,-114.000070631,Denny's,,T2B 3R9,9,4.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
10606 Southport Rd SW,True,True,False,,True,,True,True,False,True,True,True,True,,zMTPG5iGeakd06z-BqZrFg,"Steakhouses, Canadian (New), Restaurants, Nightlife, Lounges, Bars, American (Traditional)",Calgary,14.0,13.0,14.0,13.0,13.0,13.0,13.0,50.9582016,-114.072322,Moxie's Grill & Bar,,T2W 3X4,23,2.5,AB,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,93.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
227 12 Avenue SE,True,True,,,True,,,False,,True,True,,True,,lojZ-2AVIvkPeDQjd-8dPQ,"Food, Sushi Bars, American (Traditional), Restaurants, Japanese",Calgary,10.0,10.0,10.0,10.0,10.0,10.0,10.0,51.041146061,-114.059270169,HARU sushi & grill,,T2G 1A2,9,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
16061 Macleod Trail Se,True,True,,,True,,True,True,True,True,True,True,True,True,z_HWmTH5eR5iEJBfYsPvxg,"Pizza, Italian, American (Traditional), Restaurants",Calgary,12.0,11.0,12.0,11.0,11.0,11.0,11.0,50.9064840521,-114.066818164,East Side Mario's,,T2Y 3S5,17,2.0,AB,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,79.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
11511 40th Street SE,True,True,False,,True,,False,,False,False,False,,True,,OOp9BjiVLqqVUwgFFCRQCg,"Automotive, Food, American (Traditional), Convenience Stores, Restaurants, Gas Stations",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9495117,-113.9796831,Flying J,,T2Z 4M8,3,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
2840 Memorial Dr S E,True,True,,,True,,False,False,True,True,False,True,True,True,RK05HWmSXLSAqmOkDe5_HA,"Comfort Food, American (Traditional), Restaurants",Calgary,10.5,10.5,10.5,10.5,10.5,10.5,10.5,51.0489621,-113.9926714,Swiss Chalet Rotisserie & Grill,,T2A 6L6,12,1.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
103 Crowfoot Terrace NW,True,True,,False,False,True,True,False,False,True,True,True,True,True,NVFj_QC7fkBMLbau-6P3hA,"Restaurants, Bowling, Nightlife, Bars, American (Traditional), Pool Halls, Comfort Food, Active Life, Pizza, Sports Bars",Calgary,15.5,14.5,15.5,13.5,15.5,14.5,14.5,51.1273049485,-114.203348361,Schanks Sports Grill,,T3G 4J8,26,2.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,103.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
2730 23rd Avenue NE,,True,False,False,False,False,True,False,False,True,True,True,True,True,Tw9C8PVmcbkZh-zFCW4w4g,"Restaurants, Sandwiches, American (Traditional), Chicken Wings, Nightlife, Sports Bars, Bars",Calgary,14.0,13.0,14.0,13.0,13.0,13.0,13.0,51.0718288,-113.9993677,Hooters,,T2E 8L2,11,2.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1136 Kensington Road NW,True,,False,False,False,True,True,True,False,True,False,True,True,,EZ3vflgYwoBAJDrhc0TCbw,"Whiskey Bars, Barbeque, Nightlife, American (Traditional), Restaurants, Bars",Calgary,15.0,14.0,16.0,15.0,14.0,14.0,14.0,51.0526549,-114.0882959,Hayden Block Smoke & Whiskey,,T2N 3P3,112,4.5,AB,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,102.0,0.0,5.0,2.0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
"12100 Macleod Trail SE, Ste 335",True,True,False,,False,,True,True,True,True,True,True,True,,AxYnJ0wYTl0wsT-840ehgQ,"Nightlife, Canadian (New), American (Traditional), Restaurants, Bars",Calgary,15.0,13.0,15.0,13.0,13.0,13.0,13.0,50.9437190762,-114.069263308,Original Joe's,,T2J 7G9,16,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
"306016 15 Street E, Highway 2 A",True,,True,,True,True,True,True,False,True,False,True,True,True,zqi98xcBzlpnPziR9-yl5A,"Restaurants, Barbeque, American (Traditional), Nightlife, Bars",Calgary,11.0,11.0,11.0,11.0,11.0,11.0,11.0,50.7749073,-113.9758695,Big Sky BBQ Pit,,T1S 1A6,27,3.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,77.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"5005 Dalhousie Drive NW, Unit 605",True,True,False,False,True,True,True,True,False,True,True,True,True,False,ZzN9jgaJ8lbOzXZHPqT5kw,"Restaurants, Nightlife, American (Traditional), American (New), Canadian (New), Comfort Food, Cocktail Bars, Bars",Calgary,14.0,13.0,12.0,12.0,13.0,13.0,13.0,51.1054845757,-114.163266989,Earls Kitchen + Bar,,T3A 5R8,35,3.0,AB,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,90.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
235 12 Avenue SW,True,True,True,True,False,True,False,False,False,True,False,True,True,True,YpoIDLyRGhgciExGAHRQcw,"Restaurants, Cocktail Bars, Latin American, Bars, Nightlife, Mexican",Calgary,13.5,11.5,13.5,11.5,11.5,11.5,11.5,51.0413854,-114.0675588,Native Tongues Taqueria,,T2R 1H7,251,4.0,AB,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,84.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
"1013 17 Avenue SW, Unit 119",False,True,True,,True,,True,False,True,True,True,True,True,True,4dM_D4PDghk6GishGXJahg,"Venezuelan, Latin American, Ethnic Food, Food, Gluten-Free, Specialty Food, Restaurants, Local Flavor",Calgary,12.0,0.0,13.0,9.0,10.0,4.0,10.0,51.037657,-114.085132,Heaven Artisan Gf Cuisine,,T2T 0A7,45,4.0,AB,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,58.0,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
140 10 Avenue SW,True,True,False,False,False,True,True,True,False,True,True,True,True,False,-dWbB9wKYsH-HESAANWajw,"American (Traditional), Bars, Pubs, Restaurants, Nightlife, British, Steakhouses",Calgary,14.5,14.5,14.5,14.0,14.5,14.5,14.5,51.0436825,-114.0650951,Bottlescrew Bill's Pub / Buzzards Restaurant & Bar,,T2R 0A3,56,3.5,AB,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,101.0,0.0,5.0,2.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"312 35th Street N.E., Northgate Village",True,True,False,,True,,True,False,False,True,True,True,True,,yz6ggIGCnSMur4aGa_CdKA,"Restaurants, Seafood, American (Traditional)",Calgary,12.0,11.0,12.0,11.0,11.0,11.0,11.0,51.0542624403,-113.982889286,Red Lobster,,T2A 6S7,26,3.0,AB,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,79.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
12286 Symons Valley Road NW,True,True,,,True,,True,True,True,True,True,,True,,xomRWgUrcq2ESC6oBwrfbA,"Restaurants, American (Traditional), Pizza, Bars, Burgers, Pubs, Nightlife",Calgary,14.0,13.0,14.0,13.0,13.0,13.0,13.0,51.1638004829,-114.12611844,Boston Pizza,,T3P 0A3,18,2.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
"5155 130th Avenue SE, Unit 200",True,True,False,False,True,True,True,True,True,True,True,True,True,True,M7UUtqg0K09T6Z0yIy0Hlw,"Canadian (New), Comfort Food, American (New), Cocktail Bars, Nightlife, Bars, Restaurants",Calgary,14.0,13.0,13.0,13.0,13.0,13.0,13.0,50.9314092847,-113.961362824,Earls Kitchen + Bar,,T2Z,30,3.5,AB,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,92.0,0.0,5.0,2.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
282 100th Anderson Road SE,True,True,False,False,True,False,True,True,False,True,True,True,True,,XDrxuckqTBywlL96etHEsg,"Sports Bars, Canadian (New), Restaurants, Tex-Mex, Nightlife, Bars, American (Traditional)",Calgary,12.0,11.0,12.0,11.0,11.0,11.0,11.0,50.9524850493,-114.0670022,Chili's Texas Grill,,T2J 3V1,24,2.5,AB,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,79.0,0.0,5.0,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
"7 Avenue SW, Unit 609",,True,,,False,,,False,,True,True,True,True,True,eP35p3AW0a1XP4a_WwWMfA,"Lounges, Bars, Nightlife, Canadian (New), Restaurants, American (Traditional)",Calgary,11.0,11.0,5.0,0.0,11.0,11.0,11.0,50.915707,-114.0942415,Quincy's On Seventh,,T2Y 0Y9,5,3.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60.0,0.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2493 27 Avenue NE,False,True,False,,False,,True,False,False,True,False,True,True,,Ub-V6Spcxzz7pGLulDhGug,"Restaurants, Canadian (New), Steakhouses, American (Traditional)",Calgary,15.0,13.0,15.0,13.0,15.0,14.0,15.0,51.076095,-114.0027237,Shark Club Sports Bar & Grill,,T2E 8M1,13,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,100.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
5658 Signal Hill Centre S W,False,True,,,True,,False,False,True,True,False,,True,,J_LJdgBvq5_KtnjveOeN-Q,"Restaurants, American (Traditional), Fast Food, Comfort Food",Calgary,10.5,10.5,10.5,10.5,10.5,10.5,10.5,51.019123,-114.169895,Swiss Chalet Rotisserie & Grill,,T3H 3P8,11,2.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
200 Barclay Parade,True,False,False,,True,,False,True,False,True,False,False,False,,Ve_RgUoXVEeNnpvmSLV8AA,"Festivals, Arts & Entertainment, American (Traditional), Restaurants",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0529913025,-114.06888105,Taste of Calgary,,T2P 4R5,16,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
3333 32nd Ave NE,True,True,True,,True,,False,False,False,True,False,False,True,True,xggWRP_tRSvdhxuUHyzRCw,"South African, African, Portuguese, Chicken Wings, American (Traditional), Restaurants",Calgary,13.5,12.5,13.5,12.5,12.5,12.5,12.5,51.0811507159,-113.987235384,Nando's Flame Grilled Chicken,,T1Y 6M5,64,3.5,AB,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,89.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3030 23 Street NE,False,True,False,False,True,True,True,True,False,True,True,True,True,True,P2pfWW_xpo3kfojN45fEaA,"Nightlife, American (New), Cocktail Bars, Bars, Canadian (New), Comfort Food, Restaurants",Calgary,14.0,13.0,13.0,13.0,13.0,13.0,13.0,51.0810949897,-114.002798549,Earls Kitchen + Bar,,T2E 8R7,38,3.5,AB,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,92.0,0.0,5.0,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3322 23 Street NE,True,True,False,,True,,True,True,False,True,False,True,True,True,_aKQeHCKbXWr45XZgUai9Q,"Breakfast & Brunch, American (Traditional), Food, Restaurants, Burgers, Canadian (New)",Calgary,15.0,14.0,15.0,14.0,14.0,14.0,14.0,51.0820539,-114.0050975,White Spot Barlow Trail,,T2E 8Z5,23,3.5,AB,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,100.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
223 8th Avenue SW,True,,False,False,False,True,True,True,False,True,True,True,True,True,WJKPqmc5_UsAfcp5CTtVyA,"Pubs, Sports Bars, American (Traditional), Bars, Restaurants, Nightlife",Calgary,15.0,15.0,15.0,15.0,15.0,15.0,15.0,51.0457548228,-114.066189077,The Unicorn,,T2P 1B5,21,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,105.0,0.0,5.0,2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
8900 Macleod Trail S E,,True,False,,True,,False,False,True,True,False,True,True,,8ZSkLOUC-TV2TlsYQm_qaw,"Barbeque, Restaurants, American (Traditional), Canadian (New), Comfort Food",Calgary,11.0,11.0,11.0,10.5,11.0,11.0,11.0,50.9736705,-114.0703344,Swiss Chalet Rotisserie & Grill,,T2H 0M4,14,2.5,AB,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,76.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
"4307-130 Avenue  SE, Suite 30",True,True,False,,True,,False,False,False,True,True,True,True,,bhTdEUJUFbWN_L85-gcTxQ,"Restaurants, American (Traditional), Seafood, Steakhouses",Calgary,11.0,11.0,11.0,11.0,11.0,11.0,11.0,50.9304186,-113.9732195,Tony Roma's,,T2Z 3V8,10,2.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,77.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
"163 Quarry Park Blvd SE, Ste 1009",False,True,,,False,True,True,True,False,True,True,True,True,,FAxW2mH50Mh5pnBRaIFClA,"American (New), Bars, Restaurants, Canadian (New), Nightlife, American (Traditional)",Calgary,15.0,13.0,15.0,13.0,13.0,13.0,13.0,50.9627202928,-114.010136299,Original Joe's,,T2C 5E1,13,3.0,AB,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,95.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
6416 Old Banff Coach Road Southwest,True,True,False,False,False,True,True,True,False,True,False,True,True,,pPqNhrv_Gu273s0K1Fdn8w,"Bars, Nightlife, Restaurants, Pubs, American (Traditional)",Calgary,15.0,13.0,16.0,14.0,15.0,13.0,15.0,51.061002,-114.179684,Schooners Pub,,T3H 2H3,12,3.0,AB,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,101.0,0.0,5.0,2.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
7215 Macleod Trail SW,True,True,True,,True,,True,False,False,True,False,True,True,True,OHSwZt80SzC1ebLkLjKjEA,"Breakfast & Brunch, Diners, American (Traditional), Restaurants",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9894302988,-114.072423219,Denny's,,T2H 0L8,20,2.0,AB,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"315 8th Ave SW, Space A1, Level 1",False,True,False,,False,,True,True,False,True,True,True,True,True,d-qXm9fxKrAy_U_MrVlJxA,"Bars, Restaurants, Shopping Centers, Shopping, Canadian (New), Cocktail Bars, Nightlife, Comfort Food, American (New), American (Traditional)",Calgary,14.0,13.0,14.0,11.0,13.0,13.0,13.0,51.0455468,-114.0689742,Earls Kitchen + Bar,,T2P 1C4,29,3.0,AB,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,91.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
730 17th Avenue SW,False,True,False,False,False,True,True,True,False,True,True,True,True,False,CMaKoG2E3H566TwxZn-QAg,"Lounges, Canadian (New), Nightlife, American (New), Restaurants, Sports Bars, Bars",Calgary,15.0,15.0,16.0,16.0,15.0,15.0,15.0,51.0379549034,-114.07856304,Melrose Cafe & Bar,,T2S 0B7,54,3.5,AB,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,107.0,0.0,5.0,2.0,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"880 16th Avenue SW, Suite 140",True,,,,False,True,True,True,True,True,True,True,True,,cRo-kVZW5RN37JWcCg3bLA,"Nightlife, Canadian (New), Bars, American (Traditional), Restaurants",Calgary,15.0,13.0,16.0,14.0,13.0,13.0,13.0,51.0385721,-114.0815731,Browns Socialhouse,,T2R 1J9,18,3.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97.0,0.0,5.0,2.0,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
"60 Crowfoot Crescent NW, Unit 105",True,True,,,False,,True,False,True,True,True,True,True,True,yArPJTcbr2uv1Xuj3-hPHg,"American (Traditional), Restaurants, Nightlife, Bars, Italian, Pizza, Pubs, Canadian (New), Breakfast & Brunch, Buffets",Calgary,15.0,15.0,15.0,14.0,15.0,15.0,15.0,51.1260293,-114.1974154,Red Rock Bar & Grill,,T3G 3J9,6,3.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,104.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
"6455 Macleod Trail SW, Ste 129",True,True,False,,False,True,True,True,False,True,True,True,True,,atBvc6ggT1SsvRt5kYr2Qg,"Restaurants, Bars, Nightlife, Canadian (New), American (Traditional)",Calgary,14.0,13.0,14.0,13.0,13.0,13.0,13.0,50.9981481971,-114.072799419,State & Main,,T2H 0K8,38,3.5,AB,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,93.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1212 9 Avenue SE,True,,True,,True,,False,True,True,True,True,True,True,True,OAchWMLU-guo6wdIjdlt0g,"Food Trucks, American (Traditional), Beer, Wine & Spirits, Italian, Restaurants, Food",Calgary,18.0,15.0,18.0,15.0,15.0,15.0,15.0,51.0420748,-114.0360822,Madison's 12|12,,T2G 0T1,13,4.0,AB,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,111.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"806 9th Avenue SE, Fort Calgary",,True,True,,True,,False,True,False,True,True,True,False,True,sdp4LwyxQyMjyOCRmNRxxQ,"American (Traditional), Restaurants, Museums, Arts & Entertainment",Calgary,4.0,0.0,5.0,5.0,4.0,4.0,4.0,51.0437419,-114.0418922,The Deane House Restaurant,,T2G 0S2,11,4.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,26.0,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
3-1110 Canterbury Drive SW,,True,,,False,,True,False,True,False,False,,True,,9j4nk2WOT6XCDRgX-lGzVA,"Pakistani, Indian, Food, Donairs, Halal, American (Traditional), Restaurants",Calgary,11.0,10.0,11.0,10.0,10.0,10.0,10.0,50.936799,-114.080121,Fritou Chicken,,T2W 3P5,6,3.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
"163 Quarry Park Boulevard SE, Unit 1200",,True,,,True,,True,True,False,True,True,True,True,,93yqHy-IpbF8B0r0C7_UMA,"Cajun/Creole, American (Traditional), Steakhouses, Restaurants",Calgary,12.0,11.0,5.0,5.0,11.0,11.0,11.0,50.9630585,-114.0079726,Bâton Rouge,,T2C 5E1,11,2.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,66.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
"4136, 15 Sunpark Plaza SE",True,True,False,,False,True,True,True,False,True,True,True,True,,-ccmPDvaDFx5TbdKB1rgCA,"Nightlife, Restaurants, Bars, Canadian (New), American (Traditional)",Calgary,15.0,13.0,15.0,13.0,15.0,13.0,13.0,50.90352,-114.0585244,Original Joe's,,T2X 0M5,7,3.5,AB,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,97.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
503 17h Ave  Sw,False,True,False,False,False,False,True,False,False,True,True,True,True,,YB4mu3Q0xGq9uZUV7d11lg,"Bars, Chicken Wings, Sports Bars, Nightlife, Restaurants, American (Traditional), Pubs",Calgary,15.0,15.0,15.0,15.0,15.0,15.0,15.0,51.0377145,-114.0718989,Tilted Kilt Pub & Eatery,,T2S 0A9,19,2.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,105.0,0.0,5.0,2.0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
6262 MacLeod Trl SW,True,True,,,True,,True,False,False,True,True,True,True,,cGe37-wTQ9RG_dxS94frqA,"Breakfast & Brunch, Canadian (New), Restaurants, American (Traditional)",Calgary,16.0,15.0,16.0,13.0,15.0,15.0,15.0,50.9970485923,-114.070728888,Ricky's All Day Grill,,T2H 0K6,10,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,105.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
