business_id,label,size
8aRk2nVmVvhfNFW9TcsUfA,0,8
8aRk2nVmVvhfNFW9TcsUfA,1,26
8b5ll2kjXfjgFIqWsjkr8Q,-1,21
8b5ll2kjXfjgFIqWsjkr8Q,0,20
8b5ll2kjXfjgFIqWsjkr8Q,1,71
8bYXg27QEoAx7us15eIL5g,-1,37
8bYXg27QEoAx7us15eIL5g,0,14
8bYXg27QEoAx7us15eIL5g,1,52
8fjF2NIPSM0Ar1hed2tdog,0,2
8fjF2NIPSM0Ar1hed2tdog,1,26
8hAGLM_ZQa4CFhzvVcLczQ,-1,10
8hAGLM_ZQa4CFhzvVcLczQ,0,4
8hAGLM_ZQa4CFhzvVcLczQ,1,22
8nDEOGVVvReXFJ2zjPh4Pw,-1,19
8nDEOGVVvReXFJ2zjPh4Pw,0,11
8nDEOGVVvReXFJ2zjPh4Pw,1,26
8ovqtunN8zGdCbYi-MCTAQ,-1,9
8ovqtunN8zGdCbYi-MCTAQ,0,3
8ovqtunN8zGdCbYi-MCTAQ,1,19
8pmGz3Lg4f_r7HdDZPa4dQ,-1,40
8pmGz3Lg4f_r7HdDZPa4dQ,0,39
8pmGz3Lg4f_r7HdDZPa4dQ,1,289
8wt-saX_qXaqVCXQHc5qXw,-1,21
8wt-saX_qXaqVCXQHc5qXw,0,13
8wt-saX_qXaqVCXQHc5qXw,1,157
9-cVW8wSRoE6Nmnc7v0uUA,-1,64
9-cVW8wSRoE6Nmnc7v0uUA,0,56
9-cVW8wSRoE6Nmnc7v0uUA,1,472
91JwvxaCYhLWnAOWp_AmeQ,-1,22
91JwvxaCYhLWnAOWp_AmeQ,0,7
91JwvxaCYhLWnAOWp_AmeQ,1,15
94BEy7wGKmrOC7sjSHMisw,-1,10
94BEy7wGKmrOC7sjSHMisw,0,1
94BEy7wGKmrOC7sjSHMisw,1,28
94GL9JkTuhSqSZ94RS5Dkw,0,2
94GL9JkTuhSqSZ94RS5Dkw,1,15
95TwO5NbFeH7Kz7_OYr1Ig,-1,4
95TwO5NbFeH7Kz7_OYr1Ig,0,6
95TwO5NbFeH7Kz7_OYr1Ig,1,70
99KYZZWzN2VH5L_w1GjaYw,-1,1
99KYZZWzN2VH5L_w1GjaYw,0,2
99KYZZWzN2VH5L_w1GjaYw,1,4
9CNObWIk7w8poCo5IAtgmw,-1,15
9CNObWIk7w8poCo5IAtgmw,0,9
9CNObWIk7w8poCo5IAtgmw,1,63
9GRbDT8WCtfImKHMn823-A,-1,1
9GRbDT8WCtfImKHMn823-A,0,1
9GRbDT8WCtfImKHMn823-A,1,22
9Jc3W0aR9Xf2gcHI0rEXsw,-1,12
9Jc3W0aR9Xf2gcHI0rEXsw,0,10
9Jc3W0aR9Xf2gcHI0rEXsw,1,35
9QtHDX71JnaQbmzWWVbi-A,-1,5
9QtHDX71JnaQbmzWWVbi-A,0,7
9QtHDX71JnaQbmzWWVbi-A,1,30
9RQznFcE6Mhslaw0WlJ3jA,-1,1
9RQznFcE6Mhslaw0WlJ3jA,0,2
9RQznFcE6Mhslaw0WlJ3jA,1,36
9UZbY3FxhpNZ8sVWcYON6A,-1,38
9UZbY3FxhpNZ8sVWcYON6A,0,12
9UZbY3FxhpNZ8sVWcYON6A,1,75
9c3LlXubVkbMwIrS8dIp0Q,-1,34
9c3LlXubVkbMwIrS8dIp0Q,0,23
9c3LlXubVkbMwIrS8dIp0Q,1,220
9cw870n3gsGikVoOT5YOYg,-1,12
9cw870n3gsGikVoOT5YOYg,0,27
9cw870n3gsGikVoOT5YOYg,1,473
9evRrJHVWghiv16EOUg6zA,-1,12
9evRrJHVWghiv16EOUg6zA,0,6
9evRrJHVWghiv16EOUg6zA,1,53
9hEPwq1GmU1dp3ZyBB9ASQ,-1,11
9hEPwq1GmU1dp3ZyBB9ASQ,0,7
9hEPwq1GmU1dp3ZyBB9ASQ,1,28
9iCgfQ7ffWtroHbde7q-pQ,-1,30
9iCgfQ7ffWtroHbde7q-pQ,0,10
9iCgfQ7ffWtroHbde7q-pQ,1,35
9jPb9kD6UBk4aVEgaizaoQ,-1,8
9jPb9kD6UBk4aVEgaizaoQ,0,7
9jPb9kD6UBk4aVEgaizaoQ,1,62
9kPbAt95kECBGGi_e5yV0Q,-1,1
9kPbAt95kECBGGi_e5yV0Q,0,1
9kPbAt95kECBGGi_e5yV0Q,1,28
9uRrzqQaq9XwW9lLj7oBxw,-1,14
9uRrzqQaq9XwW9lLj7oBxw,0,9
9uRrzqQaq9XwW9lLj7oBxw,1,35
9wUIxdYz-CCpGRLu9BxJdg,-1,3
9wUIxdYz-CCpGRLu9BxJdg,0,8
9wUIxdYz-CCpGRLu9BxJdg,1,8
9wxxjUKdaiWeK0fGxSYhzQ,-1,69
9wxxjUKdaiWeK0fGxSYhzQ,0,51
9wxxjUKdaiWeK0fGxSYhzQ,1,254
9xAQPtjOf92wLjMHPWYEpA,-1,2
9xAQPtjOf92wLjMHPWYEpA,0,4
9xAQPtjOf92wLjMHPWYEpA,1,59
A5Rkh7UymKm0_Rxm9K2PJw,-1,91
A5Rkh7UymKm0_Rxm9K2PJw,0,104
A5Rkh7UymKm0_Rxm9K2PJw,1,1107
A8IouaHOlMHoVIRuAKbKzA,-1,4
A8IouaHOlMHoVIRuAKbKzA,0,1
A8IouaHOlMHoVIRuAKbKzA,1,64
A9B6jSj2FvIsK5gpDBXbCw,0,2
A9B6jSj2FvIsK5gpDBXbCw,1,14
ABJjxuO6oh5D9R48-eAUdQ,-1,190
ABJjxuO6oh5D9R48-eAUdQ,0,128
ABJjxuO6oh5D9R48-eAUdQ,1,429
AKBSPjk_H_w8RCqCE_vUuA,-1,4
AKBSPjk_H_w8RCqCE_vUuA,0,1
AKBSPjk_H_w8RCqCE_vUuA,1,16
AL5YzikrmxwcBzBNLGO7Jw,-1,30
AL5YzikrmxwcBzBNLGO7Jw,0,28
AL5YzikrmxwcBzBNLGO7Jw,1,143
ATGZLAWudXt5hQXQ1AVGDQ,-1,23
ATGZLAWudXt5hQXQ1AVGDQ,0,15
ATGZLAWudXt5hQXQ1AVGDQ,1,107
A_CXVdyJCE6nyxwbd6fNwg,-1,11
A_CXVdyJCE6nyxwbd6fNwg,0,18
A_CXVdyJCE6nyxwbd6fNwg,1,193
AdNbLQQWgR28-GWU0G-qJw,-1,9
AdNbLQQWgR28-GWU0G-qJw,0,2
AdNbLQQWgR28-GWU0G-qJw,1,7
AedKwfr0VdNj7Xmx70GW6g,-1,16
AedKwfr0VdNj7Xmx70GW6g,0,9
AedKwfr0VdNj7Xmx70GW6g,1,100
AjWFFZN8KwyqJzzi0DyEsw,-1,74
AjWFFZN8KwyqJzzi0DyEsw,0,79
AjWFFZN8KwyqJzzi0DyEsw,1,493
AkG4ozbKUgjDk8-Mmywsxw,-1,14
AkG4ozbKUgjDk8-Mmywsxw,0,13
AkG4ozbKUgjDk8-Mmywsxw,1,60
AmJ0GFlYCAap-vGYxv-OJQ,-1,6
AmJ0GFlYCAap-vGYxv-OJQ,0,7
AmJ0GFlYCAap-vGYxv-OJQ,1,63
AnXovUgUHJap3QaDRnjL1w,-1,37
AnXovUgUHJap3QaDRnjL1w,0,30
AnXovUgUHJap3QaDRnjL1w,1,290
Apkr-qykgpUI5ltIw7B-7Q,-1,11
Apkr-qykgpUI5ltIw7B-7Q,0,10
Apkr-qykgpUI5ltIw7B-7Q,1,98
AqfEIxefqdArIWf9YUVAtQ,-1,24
AqfEIxefqdArIWf9YUVAtQ,0,19
AqfEIxefqdArIWf9YUVAtQ,1,224
B3omTXI--0eiBC7nCv_WXg,-1,22
B3omTXI--0eiBC7nCv_WXg,0,17
B3omTXI--0eiBC7nCv_WXg,1,136
B7wVtgjOxkFNOoD6S11Urw,1,40
BB-Ab0rwYk6aclOn9SMVmg,-1,1
BB-Ab0rwYk6aclOn9SMVmg,0,3
BB-Ab0rwYk6aclOn9SMVmg,1,10
BCAw9a_kyx2RddRH9tMmKQ,-1,130
BCAw9a_kyx2RddRH9tMmKQ,0,128
BCAw9a_kyx2RddRH9tMmKQ,1,587
BGcrYtRjOc6eWtxOpD9cWQ,-1,2
BGcrYtRjOc6eWtxOpD9cWQ,0,1
BGcrYtRjOc6eWtxOpD9cWQ,1,41
BHB2tRGZM9RqPxWTLgtPjw,-1,1
BHB2tRGZM9RqPxWTLgtPjw,1,2
BIwjYT9nqbkF7kbzne-tmQ,-1,2
BIwjYT9nqbkF7kbzne-tmQ,1,1
BN_GVKaX0jnaVI4Ar1iV2w,-1,1
BN_GVKaX0jnaVI4Ar1iV2w,1,19
BOMgSyi4-TYAnjVn3m0z3A,-1,39
BOMgSyi4-TYAnjVn3m0z3A,0,34
BOMgSyi4-TYAnjVn3m0z3A,1,106
BORPULADzZV6_LJZzcsywQ,-1,158
BORPULADzZV6_LJZzcsywQ,0,115
BORPULADzZV6_LJZzcsywQ,1,561
BS2Y5IZiCOHBebHMEU2dEQ,-1,2
BS2Y5IZiCOHBebHMEU2dEQ,0,1
BS2Y5IZiCOHBebHMEU2dEQ,1,7
BSDKbSLFO3CP-uhfcuUCkA,-1,92
BSDKbSLFO3CP-uhfcuUCkA,0,41
BSDKbSLFO3CP-uhfcuUCkA,1,294
BSbKXrd41LiCmZ_fEMwrOw,0,1
BSbKXrd41LiCmZ_fEMwrOw,1,4
BUoV8s0j22KD_PzLm8BlkA,1,3
BYp4NUxpwXCsTAoEmksLxA,-1,6
BYp4NUxpwXCsTAoEmksLxA,0,4
BYp4NUxpwXCsTAoEmksLxA,1,59
BZSzoBFhkXBUQTx4Cgl5Aw,-1,38
BZSzoBFhkXBUQTx4Cgl5Aw,0,31
BZSzoBFhkXBUQTx4Cgl5Aw,1,239
Bb75P8jpxGGtFUzKbA7XFg,0,1
Bb75P8jpxGGtFUzKbA7XFg,1,9
BfBl4TKaTrfrZY-yGSB1jQ,-1,12
BfBl4TKaTrfrZY-yGSB1jQ,0,5
BfBl4TKaTrfrZY-yGSB1jQ,1,39
BhueLLvA0k9G1Lr0WeZX9w,-1,41
BhueLLvA0k9G1Lr0WeZX9w,0,26
BhueLLvA0k9G1Lr0WeZX9w,1,218
BjH8Xepc10i6OhCDQdX6og,-1,102
BjH8Xepc10i6OhCDQdX6og,0,105
BjH8Xepc10i6OhCDQdX6og,1,822
BjLXhrKdB3I3f3ODy0INRw,-1,53
BjLXhrKdB3I3f3ODy0INRw,0,29
BjLXhrKdB3I3f3ODy0INRw,1,155
BjPph9SbmEfox2vip326PQ,-1,10
BjPph9SbmEfox2vip326PQ,0,10
BjPph9SbmEfox2vip326PQ,1,72
BjS35X3-_-9TP-RyfzoC_Q,-1,25
BjS35X3-_-9TP-RyfzoC_Q,0,13
BjS35X3-_-9TP-RyfzoC_Q,1,210
BjoG1A78mIEl6on-HNSilw,-1,3
BjoG1A78mIEl6on-HNSilw,0,2
BjoG1A78mIEl6on-HNSilw,1,28
BnpuVvPy3sfLlkqKCx6Xnw,-1,97
BnpuVvPy3sfLlkqKCx6Xnw,0,64
BnpuVvPy3sfLlkqKCx6Xnw,1,200
BslEhCyzaQPfpHtDogb4hQ,-1,77
BslEhCyzaQPfpHtDogb4hQ,0,47
BslEhCyzaQPfpHtDogb4hQ,1,432
ByYn1vNlI6MY_ZNoaH8eCw,-1,4
ByYn1vNlI6MY_ZNoaH8eCw,0,2
ByYn1vNlI6MY_ZNoaH8eCw,1,3
C45YKxSDpBekWLPDl_-xBA,-1,1
C45YKxSDpBekWLPDl_-xBA,0,1
C45YKxSDpBekWLPDl_-xBA,1,8
C9ImzBi5fn742ZcAYDww2A,-1,113
C9ImzBi5fn742ZcAYDww2A,0,100
C9ImzBi5fn742ZcAYDww2A,1,1115
CBb7z-MTbkzBvsUHBDqxEg,-1,89
CBb7z-MTbkzBvsUHBDqxEg,0,43
CBb7z-MTbkzBvsUHBDqxEg,1,162
CO5ofU1HQIBf1KWvb5ysLQ,-1,5
CO5ofU1HQIBf1KWvb5ysLQ,0,3
CO5ofU1HQIBf1KWvb5ysLQ,1,37
CON1tC_YaTuF3fazCjEivA,-1,11
CON1tC_YaTuF3fazCjEivA,0,4
CON1tC_YaTuF3fazCjEivA,1,7
CXxJkD62XtDrt3pRYNDspg,-1,14
CXxJkD62XtDrt3pRYNDspg,0,9
CXxJkD62XtDrt3pRYNDspg,1,37
CZF9Nm8CFY2R9ZhfwYIARQ,-1,34
CZF9Nm8CFY2R9ZhfwYIARQ,0,15
CZF9Nm8CFY2R9ZhfwYIARQ,1,183
C_6viXfXuKxYLXjRmWutvg,-1,1
C_6viXfXuKxYLXjRmWutvg,1,19
CfYVBU9ANdjp4L5J2HV0LQ,0,1
CfYVBU9ANdjp4L5J2HV0LQ,1,22
ChQmxnYLSVIQkL8Ct8z55A,-1,50
ChQmxnYLSVIQkL8Ct8z55A,0,30
ChQmxnYLSVIQkL8Ct8z55A,1,147
Cly7wJhbXIDID_quND01_w,-1,4
Cly7wJhbXIDID_quND01_w,0,4
Cly7wJhbXIDID_quND01_w,1,127
Cni2l-VKG_pdospJ6xliXQ,-1,179
Cni2l-VKG_pdospJ6xliXQ,0,220
Cni2l-VKG_pdospJ6xliXQ,1,2124
CqVdLcbyZzfAjeCD1qEBZQ,-1,8
CqVdLcbyZzfAjeCD1qEBZQ,0,5
CqVdLcbyZzfAjeCD1qEBZQ,1,121
CqxDQPhltNo6wkkCWww80Q,0,1
CqxDQPhltNo6wkkCWww80Q,1,3
Cr4ipI-tr-R8Q0NilkWNkA,-1,55
Cr4ipI-tr-R8Q0NilkWNkA,0,59
Cr4ipI-tr-R8Q0NilkWNkA,1,830
CxE5OE_t29h_wqqK1BsoFA,-1,17
CxE5OE_t29h_wqqK1BsoFA,0,10
CxE5OE_t29h_wqqK1BsoFA,1,13
CxxK9bqJLKb3zlB7RzkKGQ,0,2
CxxK9bqJLKb3zlB7RzkKGQ,1,13
D35unF350QG06LXDe0Cv-Q,-1,2
D35unF350QG06LXDe0Cv-Q,0,3
D35unF350QG06LXDe0Cv-Q,1,18
D9z7LXFn88Fp4nt4ovO1KA,-1,5
D9z7LXFn88Fp4nt4ovO1KA,0,3
D9z7LXFn88Fp4nt4ovO1KA,1,36
DB9BRdu7is0AK1DvcuKlcw,-1,21
DB9BRdu7is0AK1DvcuKlcw,0,26
DB9BRdu7is0AK1DvcuKlcw,1,231
DC3Uyai-vCCUgMmMvLESlw,-1,11
DC3Uyai-vCCUgMmMvLESlw,0,7
DC3Uyai-vCCUgMmMvLESlw,1,92
DDs5YMhAjnP6oA5-eGw_TQ,-1,20
DDs5YMhAjnP6oA5-eGw_TQ,0,10
DDs5YMhAjnP6oA5-eGw_TQ,1,5
DFb1yJLwBx5M48mP4jhAOQ,-1,4
DFb1yJLwBx5M48mP4jhAOQ,0,1
DFb1yJLwBx5M48mP4jhAOQ,1,4
DPVKotGYF7bCbc88hNZTww,0,1
DPVKotGYF7bCbc88hNZTww,1,5
DVJkxZkLKS76Khb2y6XA6A,-1,37
DVJkxZkLKS76Khb2y6XA6A,0,43
DVJkxZkLKS76Khb2y6XA6A,1,333
DXYhrg9EXuW8n5QMnCoHAg,-1,81
DXYhrg9EXuW8n5QMnCoHAg,0,37
DXYhrg9EXuW8n5QMnCoHAg,1,62
DYAorbxOyubUB_wtQRCdug,-1,100
DYAorbxOyubUB_wtQRCdug,0,66
DYAorbxOyubUB_wtQRCdug,1,639
DZN44_XFktITlIUec4H69w,-1,7
DZN44_XFktITlIUec4H69w,0,4
DZN44_XFktITlIUec4H69w,1,21
DbEszO3wk1xVmN3pCPob2g,-1,36
DbEszO3wk1xVmN3pCPob2g,0,62
DbEszO3wk1xVmN3pCPob2g,1,875
DkttCY9pgiJfpPt7MrB2KA,-1,6
DkttCY9pgiJfpPt7MrB2KA,0,4
DkttCY9pgiJfpPt7MrB2KA,1,18
Dn_x7Fiy4OEmCKHpeAV1Rg,-1,4
Dn_x7Fiy4OEmCKHpeAV1Rg,0,2
Dn_x7Fiy4OEmCKHpeAV1Rg,1,13
DnalbBqgX7afqSYgO5R8iQ,-1,40
DnalbBqgX7afqSYgO5R8iQ,0,40
DnalbBqgX7afqSYgO5R8iQ,1,143
Dnn7JsdmvJ0_spWu9wo2kg,0,14
Dnn7JsdmvJ0_spWu9wo2kg,1,90
Doqz6-NiXEPhr28koWESKw,-1,29
Doqz6-NiXEPhr28koWESKw,0,23
Doqz6-NiXEPhr28koWESKw,1,38
DsNyZcMu2f66WYaZ78EPTg,1,3
E-3LCDxXg8ojxDe4c7VZ1g,-1,10
E-3LCDxXg8ojxDe4c7VZ1g,0,5
E-3LCDxXg8ojxDe4c7VZ1g,1,30
E-pUHcZaIzFQbnWnGHcC7w,-1,12
E-pUHcZaIzFQbnWnGHcC7w,0,3
E-pUHcZaIzFQbnWnGHcC7w,1,21
E35tgfjzj5P5PV_w7Kgu8w,0,3
E35tgfjzj5P5PV_w7Kgu8w,1,13
E67gGK8yOn9kkNzx8FzQKA,-1,69
E67gGK8yOn9kkNzx8FzQKA,0,36
E67gGK8yOn9kkNzx8FzQKA,1,200
E7WzNqwMMifJkPZtuKOgRg,-1,17
E7WzNqwMMifJkPZtuKOgRg,0,11
E7WzNqwMMifJkPZtuKOgRg,1,128
E96XW5-Me9nnBIkpg0nNBA,-1,3
E96XW5-Me9nnBIkpg0nNBA,0,4
E96XW5-Me9nnBIkpg0nNBA,1,74
E9Bq0UKtg3tB1yr2QXZ0Dg,-1,23
E9Bq0UKtg3tB1yr2QXZ0Dg,0,20
E9Bq0UKtg3tB1yr2QXZ0Dg,1,126
EAwh1OmG6t6p3nRaZOW_AA,-1,209
EAwh1OmG6t6p3nRaZOW_AA,0,209
EAwh1OmG6t6p3nRaZOW_AA,1,1668
EFxnpVs3vLUvpt1vX_iPdg,-1,12
EFxnpVs3vLUvpt1vX_iPdg,0,7
EFxnpVs3vLUvpt1vX_iPdg,1,105
EGGdngbmVn-MA7i-6qrprw,-1,13
EGGdngbmVn-MA7i-6qrprw,0,18
EGGdngbmVn-MA7i-6qrprw,1,293
EMrghF81px-wnNqEYqA0Kw,-1,32
EMrghF81px-wnNqEYqA0Kw,0,23
EMrghF81px-wnNqEYqA0Kw,1,106
EPKg3b0BK20-VKmzrP2W-A,-1,5
EPKg3b0BK20-VKmzrP2W-A,0,5
EPKg3b0BK20-VKmzrP2W-A,1,45
EPe40cw2gMzo15sa-YAxFQ,1,3
ET8WuErpImo0zxS673gLxw,-1,4
ET8WuErpImo0zxS673gLxw,0,4
ET8WuErpImo0zxS673gLxw,1,38
Ea04rGA3H-ZqY1nHLpI2FQ,-1,4
Ea04rGA3H-ZqY1nHLpI2FQ,0,10
Ea04rGA3H-ZqY1nHLpI2FQ,1,28
EcsUxHW1keLUl5w-3ZEbAw,-1,28
EcsUxHW1keLUl5w-3ZEbAw,0,15
EcsUxHW1keLUl5w-3ZEbAw,1,118
EdIFp1tdPi1267hm3da6Nw,-1,15
EdIFp1tdPi1267hm3da6Nw,0,20
EdIFp1tdPi1267hm3da6Nw,1,120
ElyDWPaVOhaHJOHoQv6PBw,-1,3
ElyDWPaVOhaHJOHoQv6PBw,0,2
ElyDWPaVOhaHJOHoQv6PBw,1,30
EqUlVPI8t9A96BIvWdW1pw,-1,5
EqUlVPI8t9A96BIvWdW1pw,0,11
EqUlVPI8t9A96BIvWdW1pw,1,43
Er8DpPwf_lHHv64ncWhD8g,-1,71
Er8DpPwf_lHHv64ncWhD8g,0,104
Er8DpPwf_lHHv64ncWhD8g,1,679
Erj_jPPdF3IupgNS1Yfm4w,-1,6
Erj_jPPdF3IupgNS1Yfm4w,0,7
Erj_jPPdF3IupgNS1Yfm4w,1,28
EwUM6gGMBhrjOef0wmqKJQ,0,3
EwUM6gGMBhrjOef0wmqKJQ,1,38
EwxhzR-VghhMsRObXLMitw,-1,6
EwxhzR-VghhMsRObXLMitw,0,14
EwxhzR-VghhMsRObXLMitw,1,256
F-g0QH4IvrFtJUVRzDtzCA,-1,8
F-g0QH4IvrFtJUVRzDtzCA,0,2
F-g0QH4IvrFtJUVRzDtzCA,1,17
F0c5AMuF_w49727bE7xV1w,-1,1
F0c5AMuF_w49727bE7xV1w,0,1
F0c5AMuF_w49727bE7xV1w,1,14
F7OsiFk9aLZtqZczA84xpw,-1,29
F7OsiFk9aLZtqZczA84xpw,0,12
F7OsiFk9aLZtqZczA84xpw,1,15
FAiZp6pLY5l9JITMQPASbg,-1,5
FAiZp6pLY5l9JITMQPASbg,0,8
FAiZp6pLY5l9JITMQPASbg,1,164
FK7JHSUMdznZefUW6X319A,1,3
FMnH5WIRLyexBYMBUUnDxQ,-1,69
FMnH5WIRLyexBYMBUUnDxQ,0,57
FMnH5WIRLyexBYMBUUnDxQ,1,684
FT99KLluYZA7vFZEIypIwQ,-1,1
FT99KLluYZA7vFZEIypIwQ,0,1
FT99KLluYZA7vFZEIypIwQ,1,9
FWBWBnM2zjycBI7QrayklA,-1,7
FWBWBnM2zjycBI7QrayklA,0,4
FWBWBnM2zjycBI7QrayklA,1,8
FYqFfaxVRW6pdviONXIoDw,-1,17
FYqFfaxVRW6pdviONXIoDw,0,15
FYqFfaxVRW6pdviONXIoDw,1,328
FaoMHRFjrZvD9_RvYZX4oQ,-1,12
FaoMHRFjrZvD9_RvYZX4oQ,0,5
FaoMHRFjrZvD9_RvYZX4oQ,1,13
FfG8twx5K18y268Gp4dSKA,-1,86
FfG8twx5K18y268Gp4dSKA,0,55
FfG8twx5K18y268Gp4dSKA,1,172
FfHpj1QcW510pA3CS354xw,-1,76
FfHpj1QcW510pA3CS354xw,0,39
FfHpj1QcW510pA3CS354xw,1,134
FhIeCF6QrsLaRvAeu0oEPQ,-1,48
FhIeCF6QrsLaRvAeu0oEPQ,0,43
FhIeCF6QrsLaRvAeu0oEPQ,1,325
FqJ1SWEBhgVl66FrcsovOQ,-1,24
FqJ1SWEBhgVl66FrcsovOQ,0,9
FqJ1SWEBhgVl66FrcsovOQ,1,37
G54fcIaoI89tc6X285suRA,-1,6
G54fcIaoI89tc6X285suRA,0,2
G54fcIaoI89tc6X285suRA,1,33
G55C2JCteYQGnpCP6gMswg,-1,1
G55C2JCteYQGnpCP6gMswg,1,4
G58YATMKnn-M-RUDWg3lxw,-1,11
G58YATMKnn-M-RUDWg3lxw,0,16
G58YATMKnn-M-RUDWg3lxw,1,92
G6BwYw_0_atLPTzI1uokIA,-1,86
G6BwYw_0_atLPTzI1uokIA,0,56
G6BwYw_0_atLPTzI1uokIA,1,488
G9OOkWH5rLHN3DKNPMv1lg,-1,20
G9OOkWH5rLHN3DKNPMv1lg,0,18
G9OOkWH5rLHN3DKNPMv1lg,1,37
G9r8bucB5qq4kEflGukyTQ,0,2
G9r8bucB5qq4kEflGukyTQ,1,4
GI-CAiZ_Gg3h21PwrANB4Q,-1,61
GI-CAiZ_Gg3h21PwrANB4Q,0,72
GI-CAiZ_Gg3h21PwrANB4Q,1,1215
GMefGnN17POrLde1PPBzNg,-1,7
GMefGnN17POrLde1PPBzNg,0,5
GMefGnN17POrLde1PPBzNg,1,27
GMrwDXRlAZU2zj5nH6l4vQ,-1,43
GMrwDXRlAZU2zj5nH6l4vQ,0,51
GMrwDXRlAZU2zj5nH6l4vQ,1,367
GRLHdCXzmFCBbvvjRxXnrA,0,1
GRLHdCXzmFCBbvvjRxXnrA,1,2
GRWIABHedj1m8DDoAuTIMg,-1,4
GRWIABHedj1m8DDoAuTIMg,0,3
GRWIABHedj1m8DDoAuTIMg,1,11
GT9Hx_Na0vH3Na7ym9dp4A,-1,3
GT9Hx_Na0vH3Na7ym9dp4A,0,4
GT9Hx_Na0vH3Na7ym9dp4A,1,15
GU0zNpgisY-pV3U2Sfdp6A,-1,13
GU0zNpgisY-pV3U2Sfdp6A,0,13
GU0zNpgisY-pV3U2Sfdp6A,1,134
GUaPe4gw5KhihfPPqhtSIA,-1,44
GUaPe4gw5KhihfPPqhtSIA,0,14
GUaPe4gw5KhihfPPqhtSIA,1,88
Gaq3S9lmjXVcuDCZ8ulppw,-1,171
Gaq3S9lmjXVcuDCZ8ulppw,0,94
Gaq3S9lmjXVcuDCZ8ulppw,1,940
GjbF1ZEbIpC2KqUbZ7KQWQ,-1,14
GjbF1ZEbIpC2KqUbZ7KQWQ,0,11
GjbF1ZEbIpC2KqUbZ7KQWQ,1,70
Gk_KLfwb0GMgKDrP8_0kqg,-1,2
Gk_KLfwb0GMgKDrP8_0kqg,0,1
Gk_KLfwb0GMgKDrP8_0kqg,1,22
GmGvbDABaGvcKe_jIDvq6w,-1,21
GmGvbDABaGvcKe_jIDvq6w,0,14
GmGvbDABaGvcKe_jIDvq6w,1,63
Gp1NcYpvQpqjcY-RDC31Lw,-1,1
Gp1NcYpvQpqjcY-RDC31Lw,0,3
Gp1NcYpvQpqjcY-RDC31Lw,1,23
GpzQY2XLo5A35Cf8-Mjazg,-1,9
GpzQY2XLo5A35Cf8-Mjazg,0,9
GpzQY2XLo5A35Cf8-Mjazg,1,145
Gt4z3AylNTsEPDkzkaC7HA,-1,175
Gt4z3AylNTsEPDkzkaC7HA,0,108
Gt4z3AylNTsEPDkzkaC7HA,1,617
GtHu9uGXpn7Jg_Z7vFKZKw,-1,3
GtHu9uGXpn7Jg_Z7vFKZKw,0,4
GtHu9uGXpn7Jg_Z7vFKZKw,1,33
GwKFPfQA5kYcVSnPBpjtzg,-1,10
GwKFPfQA5kYcVSnPBpjtzg,0,5
GwKFPfQA5kYcVSnPBpjtzg,1,58
GxQGCl4hX6nbRdSYH9egEw,0,1
GxQGCl4hX6nbRdSYH9egEw,1,2
H-05-lRUJDUNDgYgaw7bXA,-1,39
H-05-lRUJDUNDgYgaw7bXA,0,23
H-05-lRUJDUNDgYgaw7bXA,1,62
H5Y6o9H4rtxbHJFgLqI6Fw,-1,42
H5Y6o9H4rtxbHJFgLqI6Fw,0,14
H5Y6o9H4rtxbHJFgLqI6Fw,1,112
H8qlBw1YaxMsItfz25-AyA,-1,63
H8qlBw1YaxMsItfz25-AyA,0,30
H8qlBw1YaxMsItfz25-AyA,1,210
H8umkLwMkM0vP5B8oPiozQ,-1,38
H8umkLwMkM0vP5B8oPiozQ,0,29
H8umkLwMkM0vP5B8oPiozQ,1,100
HD4JDFoc_htq5VYESJT8gw,-1,29
HD4JDFoc_htq5VYESJT8gw,0,22
HD4JDFoc_htq5VYESJT8gw,1,81
HJ785L7KY6ClATb1KEiXHg,-1,4
HJ785L7KY6ClATb1KEiXHg,0,4
HJ785L7KY6ClATb1KEiXHg,1,8
HOlDxrYqfoJrVq2Eo-_LKQ,-1,26
HOlDxrYqfoJrVq2Eo-_LKQ,0,9
HOlDxrYqfoJrVq2Eo-_LKQ,1,69
HPLB1Tr8ZB5UkD-2umKPdA,-1,28
HPLB1Tr8ZB5UkD-2umKPdA,0,47
HPLB1Tr8ZB5UkD-2umKPdA,1,532
HYKTKG3X7jtLe6elxp63JQ,-1,28
HYKTKG3X7jtLe6elxp63JQ,0,39
HYKTKG3X7jtLe6elxp63JQ,1,345
H_CKS6wY2_uFWJrHhCZBMA,-1,3
H_CKS6wY2_uFWJrHhCZBMA,0,4
H_CKS6wY2_uFWJrHhCZBMA,1,71
HcFNeUjeqzhHw1Lk0FZarg,-1,2
HcFNeUjeqzhHw1Lk0FZarg,1,3
HfxMovSXJZVqL514iUD02g,-1,6
HfxMovSXJZVqL514iUD02g,0,4
HfxMovSXJZVqL514iUD02g,1,67
HhVmDybpU7L50Kb5A0jXTg,-1,419
HhVmDybpU7L50Kb5A0jXTg,0,357
HhVmDybpU7L50Kb5A0jXTg,1,2226
HsgHgxT2vMnqd3cgPvnitQ,-1,1
HsgHgxT2vMnqd3cgPvnitQ,0,1
HsgHgxT2vMnqd3cgPvnitQ,1,4
