business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Waiting Time,Chicken/Sandwich,Beer/Bar/Drinks,Burger/Fries,Wings/Sauce,Customer Service
GKEl7LNGUqJiQWNQ0vpH8Q,Milestones Restaurants,Toronto,Scarborough,43.776692600000004,-79.2591642,american,2.0,1.6923076923076923,0.28675208078362774,0.22976778961655003,0.08469218026530287,0.09645749583422082,0.015288399134702339,0.2870420543655962
GLKVAHzymmr3rjDp7vE1WQ,Swiss Chalet Rotisserie & Grill,Toronto,,43.7475448574,-79.40731287,american,2.0,1.6,0.2748142121843924,0.4257935465558308,0.09037744438704017,0.004506735400394756,0.024992716898341746,0.17951534457400015
GQSmxqRi_s9U9qd5gHLKAw,Duke's Refresher + Bar,Toronto,Downtown Core,43.6590440287,-79.3830707247,american,2.0,2.7333333333333334,0.12470855573262503,0.13423410156514842,0.23767466464204665,0.16577847231415424,0.07020002303953712,0.2674041827064885
GRTKpAPV523YqJpD3g4VOg,Alleycatz Restaurant Jazz Bar,Toronto,Yonge and Eglinton,43.7103811,-79.39851,american,2.0,1.4,0.2719755895713809,0.05273857640586724,0.44183881569182565,0.017798946259379018,0.014013502082599888,0.20163456998894727
Gbj5eesDWGgjqhjDX-Rjjg,KFC,Toronto,Alexandra Park,43.6482047,-79.3998954,american,1.0,1.0,0.3682399849727602,0.05965781744697906,0.324493510334554,0.023076566983456805,0.0,0.22453212026224995
GqSA5t_OD1uxDZMwVLpoXA,Marben,Toronto,,43.6435886,-79.3985027,american,3.0,2.0,0.25269682096604384,0.13537634938226958,0.2356440381015924,0.21431099963570907,0.01098231619082443,0.15098947572356067
Gt-T8XbgbvFw5KeLpmnSLg,Hard Rock Cafe,Toronto,Downtown Core,43.655649700000005,-79.380301,american,2.0,1.7391304347826086,0.19083931115440064,0.07281337720251456,0.44213144304208735,0.09913199621938688,0.029765857353467217,0.16531801502814336
GtE6tgTAYGtnxJohmpukRw,Southside Louie's,Toronto,Little Italy,43.6552566,-79.41328659999999,american,2.0,1.5,0.3687886989192653,0.11429855790153237,0.33319627609613367,0.06067053998860323,0.0,0.12304592709446555
GzF4lVSh61sayvwVMp8RmA,Swiss Chalet Rotisserie & Grill,Toronto,Scarborough,43.740597221899996,-79.2327468167,american,2.0,1.5,0.11932187426844501,0.3675404647812468,0.025354107918897903,0.24871299275408248,0.163407217143288,0.07566334313403987
H5M7VSequiTztXXdQLcEEQ,Johnny Rockets,Toronto,The Junction,43.6655283,-79.4742022,american,2.0,1.5,0.16656526400210966,0.1490773323835776,0.15832429483351443,0.29716481574762255,0.01569555609591204,0.2131727369372638
H6DatYLpe0lYdYb37JpMyA,The Abbey Bar & Grill,Toronto,Dufferin Grove,43.6530612,-79.4279396,american,2.0,1.25,0.14547367012114684,0.055769068583577434,0.4705334378847989,0.013200635208848056,0.054685877935817265,0.2603373102658115
HAnPo3pHgCnw8pNxJZtH-g,Jack Astor's Bar & Grill,Toronto,,43.67109779999999,-79.38606300000001,american,2.0,1.5384615384615385,0.23087503377450094,0.16541561753799938,0.34771279671562616,0.0953101294778472,0.007195704362314242,0.1534907181317121
Hc7tNpMVe-SIsLaUbNvtTw,Kultura,Toronto,Corktown,43.6505004,-79.371493,american,3.0,2.3,0.07931232316113856,0.18592028837709162,0.514337570810173,0.012016474251597383,0.005171080532683607,0.20324226286731584
HdcgC-etrewgDnJCPntC5g,Grace,Toronto,Little Italy,43.6558082,-79.4099046,american,3.0,1.5,0.29531182121400873,0.30990803938580835,0.21713593870563952,0.0033686684459117563,0.02435662940440241,0.1499189028442292
HyN6Aj7xcGnIewNwaUko_g,OddFellows,Toronto,West Queen West,43.6447213,-79.416234,american,2.0,2.0,0.28447906662693145,0.0028619552869601442,0.26146177968687145,0.002926087550946733,0.4482711108482902,0.0
I3lHQQ7CbN75JJCkkAqphQ,Stonegrill On Winchester,Toronto,Cabbagetown,43.6659893,-79.3679801,american,3.0,1.6,0.42516855960652933,0.2727765541658375,0.06922369013598187,0.03382520160611256,0.0033735026701108284,0.1956324918154279
INJ-1LC57mpAsNspyb3CfA,St. Louis Bar & Grill,Toronto,,43.701558899999995,-79.3976304,american,2.0,2.1666666666666665,0.04900723694038367,0.11595192639178369,0.2727048930805232,0.020630581687166933,0.4540548549220205,0.08765050697812181
INs0jjQdgfRG83M5FfaYIw,Love Chix,Toronto,Financial District,43.650291100000004,-79.3839517,american,,3.0,0.0,0.7638632844558995,0.0,0.012808519536041056,0.22332819600805956,0.0
IVjtjke9NC9jukMMjWXRww,Lolita's Lust,Toronto,Greektown,43.6780471,-79.3487085,american,3.0,1.0,0.11955697057097799,0.31854491961446424,0.30143595279075264,0.012912326798200114,0.0,0.24754983022560503
Iojwvqi475VZ7n27LGfnBw,The Cure,Toronto,Brockton Village,43.6497245738,-79.4315845899,american,2.0,2.0,0.0,0.16232254747840869,0.7384403226340801,0.0,0.0,0.09923712988751114
J9SdJg4aYz9-aRksSlApaA,The Henhouse,Toronto,Brockton Village,43.649884487200005,-79.4330848879,american,1.0,1.0,0.025713460242848766,0.017327723688693016,0.9357114533867696,0.021247362681688683,0.0,0.0
JBR0V2uvYNjHPbW3bD61LQ,Watan Pizza and Grill,Toronto,,43.7078608298,-79.3433636427,american,,1.0,0.5868612713414728,0.3274715534279022,0.0,0.020313314110584818,0.06535386112004025,0.0
JMiaNitMzMbJm6Kh0RbT5A,Canoe,Toronto,Financial District,43.646954,-79.382159,american,4.0,3.03125,0.1768299592302461,0.2422837687029424,0.26604936003537183,0.006453276493485316,0.01599413104131524,0.29238950449663903
JOf872M0OWxX18qp9fTfAQ,America,Toronto,Downtown Core,43.6495049,-79.3799351,american,3.0,1.7692307692307692,0.19738052330058656,0.2541509202181192,0.3278121261689554,0.009778169040557439,0.008239770943272015,0.2026384903285095
Jm_bARKbaZyzoxatBrmZPQ,Chadwick's,Toronto,The Annex,43.673524,-79.4118708,american,2.0,2.2142857142857144,0.33188776583767526,0.1635125943702804,0.21378860499969868,0.027613521140284782,0.010928669278777775,0.2522688443732831
K12EYif4vVDBno8S5RaWMQ,Mars Food,Toronto,,43.656724700000005,-79.4072254,american,1.0,2.3333333333333335,0.17610604739602181,0.12466720804735705,0.35898942199539124,0.16350251589860473,0.0129949561205316,0.16373985054209358
KT2E2HQtb0HA0zsjbVp2BQ,STK Toronto,Toronto,Yorkville,43.6703999,-79.3946157,american,4.0,1.2352941176470589,0.3189707446206507,0.16946308548313174,0.19978555576926174,0.02849814924069623,0.01139862666592089,0.2718838382203388
Kpp1-MeFvYMhAKskp-Ke1Q,The Goodman Pub & Kitchen,Toronto,Harbourfront,43.6391041993,-79.38024627829999,american,2.0,1.5384615384615385,0.2718853572313683,0.11811606002879316,0.2277402283361593,0.09451036383123107,0.04362049806096619,0.24412749251148202
KvbvfyI82dJMgo0NZgDgLg,The Corner House Restaurant,Toronto,South Hill,43.677642999999996,-79.4070475,american,3.0,1.75,0.3954852072418417,0.16207038603524604,0.22148225160385623,0.002452114451286079,0.0,0.2185100406677699
LAn2cS9zOX54OPtj8W97XQ,Shoeless Joe's Sports Grill,Toronto,Yonge and Eglinton,43.7053841,-79.4065686,american,2.0,1.0,0.15207514160574198,0.0,0.8311504267047481,0.0,0.016774431689509865,0.0
LDxKcVT4u2SW_3ClCYmIaQ,Swiss Chalet Rotisserie & Grill,Toronto,,43.7166493444,-79.45631040149999,american,2.0,1.6,0.37209765802923556,0.25810733581299616,0.07813165938934474,0.03179501718113194,0.0340777400960652,0.22579058949122638
Lk2I8GTjKLd_R1drktNWNg,Pickle Barrel,Toronto,Yonge and Eglinton,43.7072717,-79.39960090000001,american,2.0,1.3529411764705883,0.27271301739246767,0.24419209957901525,0.19457025272488132,0.0447817460833897,0.016706958499108582,0.22703592572113743
LkfdCPTWU4BNWWpou60Lww,The Citizen,Toronto,,43.645303999999996,-79.3976214,american,2.0,2.2222222222222223,0.13063282467617665,0.02237921107333318,0.6106577455523471,0.035719704527208865,0.05350953255949321,0.14710098161144103
LmXxzIkRDzAiVPztnkBb_w,Boots & Bourbon Saloon,Toronto,Riverdale,43.6588471,-79.3491037,american,2.0,1.4,0.2096210884472446,0.09589160700074276,0.5006398873555296,0.04290102616377274,0.0870705262376491,0.06387586479506126
Lq4kShxJJSF9diqcnZeb2Q,Wendy's,Toronto,Scarborough,43.8020587,-79.1981619,american,1.0,1.3333333333333333,0.025695871860706033,0.44775996240016763,0.2140344486655682,0.24020040658027905,0.019414005704520336,0.05289530478875871
LzYy9DdprXyI2zXNSP267g,East Side Mario's,Toronto,,43.785618335,-79.47604921850001,american,2.0,1.1904761904761905,0.25945570372048365,0.1904588221538689,0.19757231413004642,0.004551803035683867,0.022798768722741405,0.32516258823717575
LzYy9DdprXyI2zXNSP267g,East Side Mario's,Toronto,,43.785618335,-79.47604921850001,italian,2.0,1.1904761904761905,0.25945570372048365,0.1904588221538689,0.19757231413004642,0.004551803035683867,0.022798768722741405,0.32516258823717575
MYPrlbdx2-QLWdxVSBUTkQ,The Toothpaste Green Diner,Toronto,East York,43.6963315378,-79.328696318,american,,1.0,0.04684901229520681,0.3119181970633248,0.3740370255195271,0.1789690594713989,0.0,0.08822670565054246
N3kWVpuWHuRwYG58u5cIKw,Safari Bar & Grill,Toronto,,43.7290494,-79.4180197,american,2.0,1.0,0.31891405364621267,0.1869238254838543,0.1830954636289484,0.0989420649789476,0.08257888033021854,0.12954571193181855
N4AIlY5runouWKCMurrnvQ,Bean and Baker Malt Shop,Toronto,Bickford Park,43.6600063,-79.4173726,american,1.0,4.0,0.030834813808566466,0.7508692942375157,0.21829589195391794,0.0,0.0,0.0
NFE_xumAFUYr-eV1mQsgJQ,Studio Cafe,Toronto,Yorkville,43.669922899999996,-79.39442120000001,american,4.0,3.0,0.07239158835243528,0.47225612236478093,0.3184676107508102,0.06054354076190246,0.0,0.07634113777007108
NRNIRY1uhvNZRhryXj2OLw,Swiss Chalet Rotisserie & Grill,Toronto,Etobicoke,43.632202899999996,-79.5438516,american,,2.0,0.01050829155755045,0.7806786368858364,0.019959341031895766,0.0,0.051664783499985954,0.13718894702473142
Njc2gHb5Z_ufkA_ow7hKqw,Amsterdam Barrel House,Toronto,,43.705729999999996,-79.361508,american,,3.0,0.20342123618946556,0.035897106269699296,0.47621549565779864,0.0,0.05089898349587396,0.23356717838716262
NrJSy3dgcXErFtOKGREmnw,Aft Kitchen & Bar,Toronto,Riverdale,43.658809000000005,-79.35078100000001,american,2.0,1.7,0.16667581498316908,0.3561013575904616,0.28457834475847915,0.02277174413418761,0.0655071880795018,0.10436555045420079
NrJSy3dgcXErFtOKGREmnw,Aft Kitchen & Bar,Toronto,Riverdale,43.658809000000005,-79.35078100000001,american,2.0,1.7,0.16667581498316908,0.3561013575904616,0.28457834475847915,0.02277174413418761,0.0655071880795018,0.10436555045420079
Nso8kLJGYhJSlO1uZFnKvg,Bar 244,Toronto,Entertainment District,43.6483419,-79.3890485,american,1.0,2.6666666666666665,0.08317206480716265,0.01850672177826906,0.8668660740882674,0.003465572995955309,0.01863510734766348,0.00935445898268203
O-uIEuv7JLUHajkemx_sVw,Beerbistro,Toronto,Downtown Core,43.649817,-79.377147,american,2.0,2.5434782608695654,0.15622138226851792,0.1770145457906913,0.3689481894375558,0.11091657810938448,0.04476917639110677,0.14213012800274377
O1HRTVujjxYZNFUVmEUvEw,Toronto Style Bar,Toronto,High Park,43.6563612,-79.4531823,american,2.0,1.0,0.2693284239127754,0.014373649680154097,0.35051562398479114,0.0,0.0209194422903567,0.3448628601319227
O1QugfyKD4G636jV43-vkw,Swiss Chalet Rotisserie & Grill,Toronto,Scarborough,43.7733050681,-79.3217043851,american,2.0,1.0,0.29982566409534517,0.3719425897467429,0.0,0.1107401709745321,0.12048844981342521,0.09700312536995463
O5_CKNQOmtRHY_CjOB6XYA,ViVetha Bistro,Toronto,The Beach,43.6736249,-79.2821106,american,2.0,2.3333333333333335,0.344091980194053,0.03838380739178121,0.49145201721131954,0.005070843325784576,0.0,0.12100135187706157
O5_CKNQOmtRHY_CjOB6XYA,ViVetha Bistro,Toronto,The Beach,43.6736249,-79.2821106,italian,2.0,2.3333333333333335,0.344091980194053,0.03838380739178121,0.49145201721131954,0.005070843325784576,0.0,0.12100135187706157
O8oSsqUSHAXBalYEadFjxg,Swan Restaurant,Toronto,West Queen West,43.6452774,-79.4149396,american,2.0,2.0,0.06045594535445667,0.44338086776711566,0.0004883941115308905,0.0,0.051455533604355654,0.4442192591625411
OAE8lSfTKJdA7s1zm-jDbg,Harvey's,Toronto,Liberty Village,43.6401816241,-79.41900296770001,american,1.0,1.0,0.4736128619599054,0.0,0.2587315443758499,0.2547113076992153,0.012944285965029551,0.0
OQ9rVtBEFFI4jkdEo9AoRg,Loons Restaurant & Pub,Toronto,Roncesvalles,43.6517304,-79.45125959999999,american,2.0,1.5,0.18733457549854085,0.18838744676528224,0.13563673001222992,0.2425161497708647,0.1394029493034566,0.10672214864962577
OR6iRk0vrMzE-1gLg-WYrw,Grenadier Cafe,Toronto,High Park,43.6453922669,-79.4653773308,american,2.0,1.9,0.16362237698299206,0.1999053464715578,0.34545906196846793,0.020979827022912817,0.00895501973809334,0.26107836781597604
ORyR5StmKX5HjvFEV1oBXQ,Red Lobster,Toronto,,43.718715700000004,-79.45631230000001,american,2.0,1.8888888888888888,0.13190251827670949,0.4190079447316456,0.14486832983259815,0.0072551365764544455,0.00472632875343711,0.2922397418291552
P-nqq5kOv2wV2mB5To5elQ,Glow Fresh Grill,Toronto,,43.73405,-79.345582,american,2.0,1.7272727272727273,0.2149158600991278,0.24348130763191572,0.17537072262577016,0.06731219202165466,0.013703760537156178,0.2852161570843755
PFPUMF38-lraKzLcTiz5gQ,Mitzi's On College,Toronto,Dufferin Grove,43.65388370000001,-79.42511429999999,american,2.0,3.3333333333333335,0.1079057694107024,0.04993230613006281,0.3434686183838526,0.004726331725668665,0.0,0.49396697434971354
Pdnh437o_59l0QZsxvQqLQ,Hole-E Burger,Toronto,Yonge and Eglinton,43.7105539,-79.39877390000001,american,2.0,2.0,0.0796910989833583,0.49032397242077386,0.16328695918860475,0.008600820165314353,0.0,0.2580971492419486
PiGd6nJRhbU3s7nP7XOE0g,Victory Café,Toronto,Palmerston,43.6637325,-79.4117463,american,2.0,2.1333333333333333,0.11172677156285706,0.1580745026888982,0.38074094379317647,0.12420836972353994,0.0256503203540843,0.1995990918774441
Pube7dRYQoptIn0OA0GpdQ,St. Louis Bar & Grill,Toronto,Downtown Core,43.6500732,-79.3748906,american,2.0,2.0,0.1854178738903128,0.021571781977971407,0.27508431531236893,0.011195545451219462,0.4140941105356936,0.09263637283243382
Q1wylp88CYdndJ_mWohO7A,JC's Grill House,Toronto,Scarborough,43.7727397,-79.2488296,american,,2.5,0.10900169278510856,0.048963273038537834,0.14464117814163344,0.002544236596615092,0.35727341319256445,0.3375762062455407
QBEqnk76Q5N1on4LAry2_g,Sunset Grill,Toronto,,43.7112176896,-79.5352197066,american,,1.5,0.42119812150586733,0.16485496641334227,0.11443897677367598,0.03083697223797257,0.0062839872085733465,0.2623869758605686
QE1tzFyyyRKV1p7C4LRukQ,Nando's Flame Grilled Chicken,Toronto,Discovery District,43.661704799999995,-79.3862897,american,2.0,2.125,0.15361888625208997,0.52727149606425,0.14480078027380078,0.02937051355136567,0.028395031190793688,0.08529329266769992
QFPS9JBNdOOHVP0C3pSslw,Earls Kitchen + Bar,Toronto,Financial District,43.6480134621,-79.3839246431,american,2.0,2.1142857142857143,0.3388958812865877,0.15924194591862856,0.26468157278722193,0.04669171197403723,0.01379128419963441,0.1766976038338901
QFPS9JBNdOOHVP0C3pSslw,Earls Kitchen + Bar,Toronto,Financial District,43.6480134621,-79.3839246431,american,2.0,2.1142857142857143,0.3388958812865877,0.15924194591862856,0.26468157278722193,0.04669171197403723,0.01379128419963441,0.1766976038338901
QKaniCqHZihhnOW9koPgNQ,Citrus Restaurant and Lounge,Toronto,,43.6564816,-79.37373050000001,american,2.0,2.0,0.07972864640570525,0.15668196780106333,0.21370591670374386,0.0,0.0,0.5498834690894876
Qa4eXuZ1IFPwnVXJcpZWtw,Real Sports Bar & Grill,Toronto,,43.6426783334,-79.3800445915,american,2.0,2.09375,0.16713434773875943,0.08614138321765111,0.4019481990012059,0.07635908884107183,0.11121507230425078,0.157201908897061
QnVZwjV7iSAaG4VN9FvXQg,Swiss Chalet Rotisserie & Grill,Toronto,Financial District,43.648566100000004,-79.381807,american,,1.0,0.0010162730518252147,0.9989837269481747,0.0,0.0,0.0,0.0
RkekriZhaIZ7nSJBVept6Q,The Grilled Cheese,Toronto,Kensington Market,43.6552668269,-79.4029569626,american,1.0,1.9375,0.16785667495837206,0.2679794083264948,0.3198276868763805,0.07457154596648632,0.01008954130406931,0.1596751425681969
RsSXhZnhKsH79uAMbxg9mA,Airport Gate Cafe & Grill,Toronto,Etobicoke,43.6874116629,-79.5966811449,american,2.0,2.5,0.046820644724582104,0.2836859890330593,0.2296531053585272,0.36032982386042467,0.004460772726957965,0.07504966429644883
RyDiwx4xD3Lx8sWHx1aFlQ,Smoque N' Bones,Toronto,Niagara,43.6457027819,-79.4107432752,american,2.0,2.3207547169811322,0.214300395313789,0.29418201099851454,0.2742855538224372,0.039478235307739105,0.05686073156749598,0.12089307299002415
S2tS29tQqXPrLWP3iIxEsw,Richtree Market Restaurants,Toronto,Downtown Core,43.6531243716,-79.3804693222,american,2.0,2.4285714285714284,0.06657966097440784,0.4228970915671465,0.1698371902727975,0.07423225732274374,0.004617687972720014,0.26183611189018435
S47qerKWSdrq2q6XwFgYrg,Swiss Chalet Rotisserie & Grill,Toronto,Scarborough,43.7684166,-79.19030649999999,american,2.0,2.0,0.17411794831129057,0.6489373100801827,0.04811474297714448,0.0,0.0,0.12882999863138217
S4ZfnsNo-Iim82uamtxKog,Shanghai Cowgirl,Toronto,Alexandra Park,43.647620930600006,-79.4026052839,american,2.0,1.8888888888888888,0.1562266929405574,0.4512698988492317,0.2229023975536233,0.07604077539459228,0.017191726908982647,0.07636850835301269
SEmWshxJlI3fU7bwHSvh0A,The Civic At the Broadview Hotel,Toronto,Riverdale,43.658978751899994,-79.3501622385,american,,2.5,0.14014729260176495,0.19172942896709302,0.32183786514753204,0.023339606057716542,0.0,0.3229458072258935
SN69A7A6gnjAJiN9wnNWHQ,Swiss Chalet Rotisserie & Grill,Toronto,Etobicoke,43.7121446,-79.5775353,american,,1.75,0.24494501385613374,0.29901579215495316,0.07659953747333201,0.12517933469664794,0.022955273840182255,0.23130504797875096
SYIzFLC5i8eCwSnhTLbIaw,Bistro West By East,Toronto,Etobicoke,43.685845,-79.5935742,american,3.0,1.0,0.18412338741533452,0.16086979584382619,0.21850096922753168,0.3978382373068534,0.0,0.038667610206454206
ShUh_MMkaVp_KXCtNjPvXA,Universal Grill,Toronto,Christie Pits,43.6705211033,-79.4264404405,american,2.0,2.5,0.3979418891088398,0.09901241285768443,0.3031985349543354,0.0,0.001610416327256132,0.19823674675188416
ShUh_MMkaVp_KXCtNjPvXA,Universal Grill,Toronto,Christie Pits,43.6705211033,-79.4264404405,american,2.0,2.5,0.3979418891088398,0.09901241285768443,0.3031985349543354,0.0,0.001610416327256132,0.19823674675188416
Sk0Ycurq7D083Qs8x65b_Q,George,Toronto,Corktown,43.6533063,-79.3741304,american,4.0,2.3076923076923075,0.19185907827772633,0.2125155155406292,0.3074062014661783,0.004625635522002094,0.0012944013091973129,0.28229916788426684
SlWijsT11hpQitSk77dANw,The Penalty Box,Toronto,Downsview,43.7475176065,-79.4766142828,american,,1.0,0.7031157627802688,0.0,0.16171018163720213,0.0,0.0026382582969630597,0.13253579728556614
TRxDx0JhUX49iL-QUHEm0A,I Went To Philly,Toronto,Downtown Core,43.661863200000006,-79.3833046,american,2.0,3.6,0.007149532350890195,0.32809336714722276,0.3231507036281206,0.26936321967499954,0.004329271463311119,0.06791390573545572
TqMTY6xTHThm0C7J1pJ7Aw,Pig Out BBQ,Toronto,Downtown Core,43.6631821,-79.4025671,american,2.0,2.7142857142857144,0.030379582553328323,0.35514211254225536,0.3176215671385537,0.06072084806893913,0.11420898385283751,0.12192690584408601
U1RvFnS-j6ItZ8VJGyncog,Far Niente,Toronto,Downtown Core,43.64756679999999,-79.37960009999999,american,3.0,2.0,0.15091875196645482,0.25584137793420314,0.4120749054461734,0.00820469446969579,0.004426471763409557,0.16853379842006336
U2m1WfXenwHrYxNSafBUOQ,Smoke's Poutinerie,Toronto,The Annex,43.6656097,-79.4098298,american,1.0,1.8823529411764706,0.12355434930972135,0.28860638174610975,0.23757677581714082,0.18161743743188422,0.07553741142000764,0.09310764427513624
U3A716YhAWFkyURKcfUo7A,Cosmic Treats,Toronto,Kensington Market,43.6540005,-79.4016809,american,2.0,2.0,0.16378643579132715,0.455928330428214,0.1794641700588903,0.03168565342759258,0.00931333014960208,0.15982208014437388
UCxymHKMFJ9JhUHuC2HzpA,Momofuku Shoto,Toronto,Downtown Core,43.6494704,-79.3863339,american,4.0,3.0,0.10638890853623839,0.4129514061712171,0.2340408816963214,0.052829879100274646,0.0,0.19378892449594853
UDKAqeNly36J_VYvxWxnnA,Urban,Toronto,Entertainment District,43.6463659,-79.39027270000001,american,3.0,1.0,0.25286008790798953,0.08866722522187251,0.13763951282841783,0.2253299140256096,0.0023031937339029677,0.29320006628220757
UJevx59U-bi6fRADCSa7LQ,Luma,Toronto,Entertainment District,43.6466224,-79.3903325,american,3.0,2.411764705882353,0.16005851160722284,0.2556442574669407,0.20807233826931812,0.11405710674320822,0.025813521974582487,0.2363542639387277
UMc0iSJMk5g2Py9AFBJdKQ,Swiss Chalet Rotisserie & Grill,Toronto,Downtown Core,43.6583169,-79.38217399999999,american,2.0,1.5714285714285714,0.20708546557914126,0.47756683683377227,0.09444671467482872,0.03574725570833231,0.021947071170100658,0.16320665603382475
UUT3f05dbse6ar-2Ws5GUA,John Anderson's Restaurant,Toronto,,43.7813122,-79.4157094,american,,1.0,0.1723035387407958,0.3678717601346583,0.41522968179297315,0.0,0.0,0.04459501933157285
UV3oegQXN8tWtm8azFPZ2w,Kramer's Bar & Grill,Toronto,Mount Pleasant and Davisville,43.698613,-79.396484,american,2.0,1.1428571428571428,0.2804240450837368,0.06312757941113138,0.318129195159306,0.052744810854046746,0.013149000807160974,0.272425368684618
UWWBnnlVDW5US-TaIsNoKw,FOUR,Toronto,Financial District,43.6473454,-79.37970990000001,american,2.0,2.8,0.07898392776787642,0.5423170656335564,0.2917903779108695,0.011969361689032756,0.005646464310848304,0.06929280268781672
UYop9KYT-_mJsc2bcH83jw,The Pickle Barrel,Toronto,Ryerson,43.6566745,-79.3812256,american,2.0,1.7435897435897436,0.2851518337391383,0.190005329019445,0.17330740361214345,0.08556881011355258,0.019569292687639423,0.24639733082808135
UfJX3SnU5l6Z6tuuMieFnA,Broastyy Fried Chicken,Toronto,Bloordale Village,43.6584005,-79.44238490000001,american,,1.0,0.01845701489513289,0.8173598135224873,0.12771458934916258,0.020561028891312408,0.0020766808567537335,0.013830872485151025
UkoseRjoLT4K2bEzvmyhYA,The Wren,Toronto,The Danforth,43.6824096,-79.32804959999999,american,2.0,3.5714285714285716,0.08104561176135396,0.22542769892768727,0.3392497316208461,0.20790847534644483,0.041912721093787235,0.10445576124988067
Uw-kIS3HTuAohfg0edQZ3Q,Joy Bistro,Toronto,Leslieville,43.6604177399,-79.34348176479999,american,2.0,1.5454545454545454,0.3500842733873935,0.16587054691191386,0.20132815630851858,0.03923238861168227,0.019515691976249024,0.22396894280424268
Uw-kIS3HTuAohfg0edQZ3Q,Joy Bistro,Toronto,Leslieville,43.6604177399,-79.34348176479999,american,2.0,1.5454545454545454,0.3500842733873935,0.16587054691191386,0.20132815630851858,0.03923238861168227,0.019515691976249024,0.22396894280424268
UyqTejAN7cA91XRAvjg4Rg,Posh Supper Club,Toronto,Yorkville,43.6711105,-79.38914,american,3.0,1.25,0.13814175151537256,0.019139886887035946,0.6400875377534894,0.0,0.014438310736259511,0.18819251310784263
UzaJ5PagEYgWkWPDxpY2qQ,Inigo,Toronto,West Queen West,43.645237,-79.414548,american,1.0,1.0,0.0,0.23056692348785893,0.6314343145693584,0.04834599529068583,0.089652766652097,0.0
V9DPZmn2irq3hC-X4vxaBg,Betty's,Toronto,Corktown,43.651577269499995,-79.36743760430001,american,2.0,2.2857142857142856,0.15983489919773028,0.16682229375620589,0.40577474136050845,0.08858591192910324,0.01451117546440403,0.1644709782920482
VM8LZTKqtprMEs0h3CDOXA,Big Al's Flyin' Phillys,Toronto,Kensington Market,43.6550126,-79.40210259999999,american,1.0,2.0,0.11628237122753755,0.38645865084747033,0.11105644657429259,0.208615760404917,0.0,0.17758677094578254
VNyWT0hLkIHzt5HQ0W4tSg,Tilted Kilt Pub & Eatery,Toronto,St. Lawrence,43.6469296,-79.374978,american,2.0,1.3076923076923077,0.2124248930307478,0.05988462085409237,0.3867881207488474,0.06625739367828552,0.06074704555503808,0.21389792613298889
VgGQnOwE3KxWErwtcG2KHw,The Pump,Toronto,The Annex,43.665917799999995,-79.4079991,american,2.0,3.0,0.0,0.0,0.8252544753686074,0.0,0.0,0.1747455246313926
Vu2C9npNSaHLYM7lvkKJJQ,Jack Astor's Bar & Grill,Toronto,Etobicoke,43.6892420388,-79.5844583052,american,2.0,2.0,0.3028258218307328,0.08088810662954349,0.05681781691849808,0.061019904669878555,0.02412495647680642,0.4743233934745406
VxZQKw6fJzJUW14v4dWKXg,BLD Restaurant,Toronto,Downtown Core,43.6506232,-79.3764788,american,2.0,2.3333333333333335,0.14726913014894602,0.5007371474729192,0.2008718295233407,0.009809836238635723,0.014258067364953773,0.12705398925120467
WdhQvQbGd2HAiZ2UmlcVGA,Wild Wing,Toronto,Scarborough,43.7727485,-79.2803748,american,2.0,1.9,0.12860670017416917,0.06089654983946572,0.20404709106017727,0.009537005212290898,0.5408899331372721,0.05602272057662487
WeKF3N1MK0eJQmZdxPL9pQ,Marché Restaurant,Toronto,Downtown Core,43.6474256809,-79.3775733272,american,2.0,2.084507042253521,0.13932194814837115,0.2363341434168632,0.30822316054176724,0.027544258730848162,0.005404420976843901,0.26908756114305266
WnFu6PRFGYKWV_y94CYyUg,Cowbell Restaurant,Toronto,Parkdale,43.6398868,-79.44027709999999,american,3.0,1.5,0.28504757164860667,0.22886169574114346,0.21266403058265831,0.0022776849327899047,0.01183296704240517,0.25931605005239633
WsOqIVMIVshUis9kUkG0KA,Niagara Street Cafe,Toronto,Niagara,43.641975727799995,-79.4064903937,american,3.0,3.0,0.11686266901817277,0.47911897423561967,0.1404504904839018,0.027166980876393833,0.023677098913893482,0.21272378647201853
Ww-qDl1G9Kr7igS3ouA_Cw,Boehmer,Toronto,Ossington Strip,43.6463531,-79.4191781,american,3.0,1.5454545454545454,0.3490587713410136,0.1714448807858482,0.20462387497837656,0.011991016770945035,0.003230870389454039,0.25965058573436245
X9v01PhbWwjrDTTOkUiOLA,Raiders E-Sports Centre,Toronto,Yonge and St. Clair,43.6873851,-79.3959042,american,2.0,1.0,0.08950640005694749,0.0,0.39871901684559374,0.0,0.0,0.5117745830974586
XH2FCZmsisDc8-oPw_ygHg,Denny's,Toronto,Downtown Core,43.6553706487,-79.384432286,american,2.0,1.75,0.28940581010791255,0.2072435109920928,0.16407269908248326,0.048839729258630955,0.0076936556382991,0.28274459492058135
XuJNM9O8NNQ8KA7qMYqkyg,Grace O'Malley's,Toronto,Entertainment District,43.6476863,-79.38858540000001,american,2.0,1.3225806451612903,0.1616222338696759,0.06822300073958978,0.5348242990512573,0.012135350207760139,0.12675546250124392,0.0964396536304731
